,Unnamed: 0.1,Unnamed: 0,date,symbol,open,high,low,close,volume,rsi
0,0,0,2010-01-01,INDBANK,15.850000381469728,18.89999961853028,14.100000381469728,15.0,467219,
1,1,1,2010-02-01,INDBANK,15.0,16.799999237060547,13.25,14.350000381469728,216146,
2,2,2,2010-03-01,INDBANK,14.350000381469728,18.200000762939453,14.100000381469728,15.199999809265137,1775522,
3,3,3,2010-04-01,INDBANK,15.100000381469728,19.850000381469727,15.100000381469728,17.0,2413620,
4,4,4,2010-05-01,INDBANK,16.799999237060547,19.100000381469727,15.5,15.949999809265137,2013545,
5,5,5,2010-06-01,INDBANK,16.100000381469727,18.0,15.0,16.600000381469727,984977,
6,6,6,2010-07-01,INDBANK,16.149999618530273,17.700000762939453,14.899999618530272,15.5,1148514,
7,7,7,2010-08-01,INDBANK,15.300000190734863,17.149999618530273,14.149999618530272,14.75,1336993,
8,8,8,2010-09-01,INDBANK,14.75,15.600000381469728,14.050000190734863,14.199999809265137,1042186,
9,9,9,2010-10-01,INDBANK,14.25,23.14999961853028,14.100000381469728,21.700000762939453,10146197,
10,10,10,2010-11-01,INDBANK,22.049999237060547,22.049999237060547,14.899999618530272,15.350000381469728,4534826,
11,11,11,2010-12-01,INDBANK,15.199999809265137,17.5,14.0,15.25,1332732,
12,12,12,2011-01-01,INDBANK,15.449999809265137,15.75,12.550000190734863,12.949999809265137,585776,
13,13,13,2011-02-01,INDBANK,12.899999618530272,13.050000190734863,10.149999618530272,11.25,568018,
14,14,14,2011-03-01,INDBANK,11.600000381469728,12.550000190734863,9.899999618530272,10.800000190734863,598460,41.860466147835844
15,15,15,2011-04-01,INDBANK,11.199999809265137,14.449999809265137,10.75,12.149999618530272,1814324,44.96189619105162
16,16,16,2011-05-01,INDBANK,12.449999809265137,12.449999809265137,10.449999809265137,11.0,522197,42.86423972772697
17,17,17,2011-06-01,INDBANK,11.0,11.899999618530272,10.25,10.399999618530272,475448,41.76931168665807
18,18,18,2011-07-01,INDBANK,10.5,11.350000381469728,9.850000381469728,10.0,367350,41.01708628759436
19,19,19,2011-08-01,INDBANK,9.850000381469728,10.100000381469728,7.400000095367432,8.550000190734863,477023,38.32281612552635
