,date,symbol,open,high,low,close,volume,rsi
0,2015-05-01,PRIVISCL,217.0988351569863,227.3282390013225,185.5275135071752,213.9343414306641,58024,
1,2015-06-01,PRIVISCL,208.26763834252375,214.8909990484233,175.66602724421983,191.7828521728516,63528,
2,2015-07-01,PRIVISCL,196.0555946001078,203.5101675257849,164.00087041857952,165.52906799316406,191401,
3,2015-08-01,PRIVISCL,160.3481416002069,175.7045838578053,132.72889995972554,146.78079223632812,363579,
4,2015-09-01,PRIVISCL,151.3281089025254,152.81901487299868,137.98439108914584,142.97897338867188,46515,
5,2015-10-01,PRIVISCL,143.12805297203496,167.7281937741366,140.8916792228917,155.46539306640625,135811,
6,2015-11-01,PRIVISCL,156.62086565524487,189.71922105387125,149.09172241056976,167.05728149414062,499565,
7,2015-12-01,PRIVISCL,167.35547019685765,193.8192439339437,162.73362906395553,188.3773956298828,405210,
8,2016-01-01,PRIVISCL,189.681924338342,192.9246605387094,136.04618162549878,167.72816467285156,198377,
9,2016-02-01,PRIVISCL,168.473646954241,184.83646868404392,126.80250848793924,156.5463104248047,228151,
10,2016-03-01,PRIVISCL,160.27358269252815,219.16480417554408,156.5462886968172,193.07376098632807,265673,
11,2016-04-01,PRIVISCL,195.3101540463815,245.25588678131635,190.09193897206768,222.8175811767578,248206,
12,2016-05-01,PRIVISCL,231.16669775312775,238.54673173255637,199.3356194107877,209.58567810058597,112022,
13,2016-06-01,PRIVISCL,208.80294201367184,279.5469781054361,201.4229077276422,257.8168640136719,250609,
14,2016-07-01,PRIVISCL,265.53235273837174,304.892544009122,242.274026991337,289.1633605957031,751426,62.24168714186204
15,2016-08-01,PRIVISCL,296.6552260061815,300.4197971749735,230.34669194561403,287.4488220214844,266418,61.869897562504796
16,2016-09-01,PRIVISCL,285.9951829358302,334.71091936332226,278.056051313532,318.1244506835937,646538,65.80543326764021
17,2016-10-01,PRIVISCL,325.52605588782774,402.65994746127336,325.52605588782774,394.1646728515625,585652,73.19189682831087
18,2016-11-01,PRIVISCL,392.0596605241557,406.6820389177765,293.3493420742626,355.71051025390625,345075,65.48775575785092
19,2016-12-01,PRIVISCL,349.621035255137,402.960680535814,318.3088846415169,380.5196838378906,186760,67.83973995153768
20,2017-01-01,PRIVISCL,376.64794146394206,420.62776976180544,376.64794146394206,393.676025390625,321958,69.04451599097013
21,2017-02-01,PRIVISCL,390.1425531176756,403.5620480450818,347.327988260087,363.04046630859375,118123,63.11530619561865
22,2017-03-01,PRIVISCL,356.0112225367852,451.07535752673857,349.58339835663645,416.6808471679688,240396,68.25557487870833
23,2017-04-01,PRIVISCL,412.3580734227172,419.0490249724212,360.93547547047206,384.3538208007813,244365,62.59407560575275
24,2017-05-01,PRIVISCL,384.3537727461554,404.3890310876944,346.2003310683515,364.95751953125,160616,59.409948819044104
25,2017-06-01,PRIVISCL,367.1377554237749,375.14434074477856,335.7504491384599,353.3799743652344,91062,57.528793585785195
26,2017-07-01,PRIVISCL,353.34239047811263,375.8961676948492,330.788613261376,337.59234619140625,114362,54.97258266032388
27,2017-08-01,PRIVISCL,345.8244274349858,347.3280004955011,294.70255581253303,313.1214599609375,157650,51.176794296155514
28,2017-09-01,PRIVISCL,316.6764279189932,337.0341940137997,280.4848404282369,291.3800354003906,206812,48.00527201773664
29,2017-10-01,PRIVISCL,291.3800447400827,361.4635308936469,286.5167958104556,316.7141418457031,263109,51.756999437227606
30,2017-11-01,PRIVISCL,316.8649836616122,343.0661801284967,303.21771052730617,324.1033020019531,157465,52.82617068307716
31,2017-12-01,PRIVISCL,327.60928589590395,402.63141679042695,306.1959064663056,378.6544799804688,239249,59.893031423458375
32,2018-01-01,PRIVISCL,384.7618746358311,392.0755696658845,300.08861587540434,309.1365051269531,501311,49.679415126037505
33,2018-02-01,PRIVISCL,306.1205535723485,349.47504912070406,271.4369391937244,308.60870361328125,176044,49.610242733393655
34,2018-03-01,PRIVISCL,305.36653887801793,315.09303603233,275.8477732538102,282.14361572265625,170691,46.141029483090236
35,2018-04-01,PRIVISCL,282.18133877612024,373.97980763896857,278.976876612524,308.0809326171875,316038,49.84295738999978
36,2018-05-01,PRIVISCL,308.08092064364706,344.5364341595698,283.7270031668483,310.1544189453125,365580,50.138010585482384
37,2018-06-01,PRIVISCL,312.2278961053183,319.6924064809779,261.6350504038006,277.4688720703125,122045,45.58565799409005
38,2018-07-01,PRIVISCL,277.4688290877958,302.35056635211595,271.436913620616,300.2016906738281,101288,49.05055601721104
39,2018-08-01,PRIVISCL,301.59659890288674,340.76648647235265,283.0484342028731,288.9295654296875,480012,47.437548055918704
40,2018-09-01,PRIVISCL,288.83590910485685,358.3550684694564,281.2209993744412,283.34259033203125,326277,46.619246384272486
41,2018-10-01,PRIVISCL,280.34968425552097,299.14067933468493,265.3092802829081,293.1927185058594,339818,48.31213969507625
42,2018-11-01,PRIVISCL,292.5864989915517,295.50367498136694,242.12357898014884,255.345458984375,155478,42.707744365031594
43,2018-12-01,PRIVISCL,259.17189304840804,284.13818387045205,254.8151031755275,268.4158630371094,84703,45.07728283232114
44,2019-01-01,PRIVISCL,265.1198042057117,272.77260203835846,242.61606731689727,261.748046875,341532,44.07579137627724
45,2019-02-01,PRIVISCL,256.4820542038649,324.29637735998915,256.17896977062327,313.2718200683594,298531,52.801936387760804
46,2019-03-01,PRIVISCL,317.3634086617338,358.24140624309507,303.2701480493399,346.7622375488281,295891,57.44949506564252
47,2019-04-01,PRIVISCL,351.952473682578,365.96995574412114,337.17729557255234,346.0802917480469,200154,57.32571117377978
48,2019-05-01,PRIVISCL,346.0802758791406,440.9824152170454,338.8821186780657,414.1597900390625,1363941,65.35188708039117
49,2019-06-01,PRIVISCL,421.4337160249211,428.0257042424214,383.4728371376392,395.4066467285156,409236,61.89835195981931
50,2019-07-01,PRIVISCL,396.8463221772094,435.6785380676384,353.96040083133846,361.3858642578125,246737,56.10581844499251
51,2019-08-01,PRIVISCL,361.5753201899332,401.58195549070575,342.63276803305206,367.5990295410156,168159,56.89910312766157
52,2019-09-01,PRIVISCL,370.1199494156616,409.5236327435607,359.3249506163736,387.7428894042969,181676,59.457384693944206
53,2019-10-01,PRIVISCL,380.3046573911127,393.6172278572325,357.8754387573641,377.13861083984375,210691,57.52177653367432
54,2019-11-01,PRIVISCL,373.9344104256851,383.7376515924383,321.2181610652748,341.3968200683594,259514,51.442979783614106
55,2019-12-01,PRIVISCL,350.74236993162214,389.0779991675382,333.38644325442647,366.0003051757813,346545,54.970635209425424
56,2020-01-01,PRIVISCL,369.8529302765179,392.0914025652492,324.30793057903264,381.5252685546875,326925,57.08909600711093
57,2020-02-01,PRIVISCL,382.2500537359341,570.6858530199042,363.9786384316845,492.2980651855469,4179974,68.48269451548454
58,2020-03-01,PRIVISCL,501.2240575220544,521.822270820684,270.86697531261234,315.4583740234375,1128962,47.019221632093
59,2020-04-01,PRIVISCL,319.57796450054155,396.4018197116854,289.90125422663874,348.1103515625,1180689,50.127330308530524
60,2020-05-01,PRIVISCL,348.11035322856435,370.0055447536678,313.55109624132365,363.3301696777344,635931,51.55399045149605
61,2020-06-01,PRIVISCL,363.3301706008959,464.604878189902,360.35486972185663,430.6177978515625,2347161,57.36126859972603
62,2020-07-01,PRIVISCL,427.9857732712915,508.09009183042497,423.6372543310623,459.1120300292969,2282244,59.57135969455493
63,2020-08-01,PRIVISCL,457.1666348530681,586.7206003132826,448.58401417313337,525.2579345703125,2072849,64.20912625516371
64,2020-09-01,PRIVISCL,547.2160313548658,602.7307012024609,500.6233620184913,553.9075317382812,728789,66.02696096287937
65,2020-10-01,PRIVISCL,565.0600071268838,575.9646739310868,505.67914576188775,519.4091186523438,316241,61.94689737597737
66,2020-11-01,PRIVISCL,526.5632015327234,553.701522549887,503.0532293129597,536.7525024414062,301899,63.17876316827421
67,2020-12-01,PRIVISCL,536.8021875000001,573.583078125,498.0828323965073,528.10400390625,311988,62.09919307513866
68,2021-01-01,PRIVISCL,535.8578202005997,725.378845740345,522.8851123428074,700.3280639648438,768700,72.26335274997085
69,2021-02-01,PRIVISCL,692.5245666756535,729.6533612662412,586.5061078298124,660.9625854492188,649130,67.78843530775517
70,2021-03-01,PRIVISCL,664.441859547814,931.4512262953222,596.3475062914324,848.992431640625,1529348,75.57026355119892
71,2021-04-01,PRIVISCL,849.9865090440014,963.2617262408086,817.778413425318,880.057373046875,747617,76.57705551444172
72,2021-05-01,PRIVISCL,889.6999335376842,1130.2668429411697,872.9994329535074,1080.51318359375,1077839,81.79168550811468
73,2021-06-01,PRIVISCL,1080.562929529067,1180.9648208652543,964.4546158413674,1102.9296875,1096052,82.2671248116482
74,2021-07-01,PRIVISCL,1112.3733995153611,1584.3617323169706,1110.6337628315794,1579.142822265625,2407834,88.89870620252236
75,2021-08-01,PRIVISCL,1625.317801452666,1943.4228145810168,1473.2238420506735,1668.1129150390625,2452169,89.67554754899308
76,2021-09-01,PRIVISCL,1680.119801956369,2034.457864454276,1603.927116602779,1857.7864990234373,1048310,91.10466673569016
77,2021-10-01,PRIVISCL,1852.312250519864,2064.317897677699,1542.8636079034786,1604.225830078125,635886,75.96621003284618
78,2021-11-01,PRIVISCL,1597.5072109704647,1758.1537548036572,1508.0268762241185,1638.2659912109375,426968,76.53003946221921
79,2021-12-01,PRIVISCL,1651.5040182051005,1965.7301673131344,1624.381231104851,1810.757080078125,975361,79.19370651500674
80,2022-01-01,PRIVISCL,1822.7010805213213,2238.500876500997,1815.5347412554224,2018.5823974609373,992234,81.86435675994366
81,2022-02-01,PRIVISCL,2070.2400148641286,2128.8153796117213,1651.2053906094718,1863.9078369140625,409908,74.22785704781528
82,2022-03-01,PRIVISCL,1863.9079110128,1955.8267681576776,1778.5582187127895,1866.396240234375,387802,74.26944190906516
83,2022-04-01,PRIVISCL,1861.270244146873,2189.630068627825,1856.492603476156,1944.6292724609373,484073,75.60231098222357
84,2022-05-01,PRIVISCL,1911.03671989436,1968.4673060535083,1035.1947051242023,1162.0994873046875,2028661,48.52525238541618
85,2022-06-01,PRIVISCL,1172.3513265566717,1212.313915476108,1010.5601835666162,1082.22412109375,322024,46.68718767747668
86,2022-07-01,PRIVISCL,1070.7280301369146,1441.2402394964,1021.2102801956536,1239.5362548828125,662650,50.65177994114759
87,2022-08-01,PRIVISCL,1256.1084963668518,1433.277523588167,1217.4398874784677,1386.5467529296875,412975,54.087874786293625
88,2022-09-01,PRIVISCL,1370.8205240128489,1736.8537407169513,1340.8112502671345,1441.7877197265625,1367295,55.34607821073464
89,2022-10-01,PRIVISCL,1433.934918890529,1514.8603021586157,1299.1422505570074,1310.05517578125,299555,51.70701636399796
90,2022-11-01,PRIVISCL,1333.4757789233577,1345.435202949576,1161.110628808505,1247.8662109375,390762,50.034475012587755
91,2022-12-01,PRIVISCL,1267.7985353807703,1277.017257711828,1047.5956976603068,1139.48388671875,513851,47.17075827037004
92,2023-01-01,PRIVISCL,1150.0978543701171,1185.9761236572265,984.7089869767018,996.6185913085938,219808,43.626207972386894
93,2023-02-01,PRIVISCL,1009.0763847471876,1021.085688162014,868.104664312307,931.1906127929688,1247165,42.067182698437975
94,2023-03-01,PRIVISCL,922.6695704909732,1225.8409879755632,900.9432952275685,1048.044189453125,3629613,45.79302166323661
95,2023-04-01,PRIVISCL,1056.4158454633066,1126.1791560127704,1033.8922866745631,1065.6844482421875,333089,46.353921147297264
96,2023-05-01,PRIVISCL,1065.6842530748486,1144.6163927494542,1038.6260353927555,1112.325927734375,526416,47.8892767962524
97,2023-06-01,PRIVISCL,1102.2601624711926,1192.9524543200882,1053.5254890032995,1076.7965087890625,516072,46.790698520598376
98,2023-07-01,PRIVISCL,1086.164866865556,1136.1453190481775,1047.4462546663462,1092.84228515625,302945,47.37780784468131
