,Unnamed: 0,date,symbol,open,high,low,close,volume,rsi
0,0,2010-01-01,GMBREW,27.526034664174126,34.25096036064567,24.064678197563232,25.020671844482425,1824217,
1,1,2010-02-01,GMBREW,24.839363454582266,27.690862546553163,24.42729773293729,25.449222564697266,105320,
2,2,2010-03-01,GMBREW,25.449218878914127,27.97106349326595,24.674533592337976,26.322797775268555,107154,
3,3,2010-04-01,GMBREW,27.55900373238148,30.3610537477962,26.372252595829227,27.06452178955078,588155,
4,4,2010-05-01,GMBREW,28.35095150052281,28.688465409922262,22.697638310381905,24.570825576782227,124913,
5,5,2010-06-01,GMBREW,24.13206123665721,28.013441429524093,23.187030125188464,26.17400550842285,168684,
6,6,2010-07-01,GMBREW,26.05587902553615,36.957496360544354,25.49898493473477,34.57804107666016,4965163,
7,7,2010-08-01,GMBREW,35.59057952041624,37.12625476465841,29.363492976288008,29.98788833618164,2946040,
8,8,2010-09-01,GMBREW,30.05538337186933,33.75113140935412,30.03850689145878,31.186044692993164,103414,
9,9,2010-10-01,GMBREW,31.2197999312052,33.852386474609375,30.376019855594595,33.852386474609375,116370,
10,10,2010-11-01,GMBREW,35.55681843482549,37.34562796900028,30.072260752529232,32.08045196533203,166945,
11,11,2010-12-01,GMBREW,32.56984053388671,35.86057471573482,28.68846102991538,34.662410736083984,167554,
12,12,2011-01-01,GMBREW,36.113708420448766,45.2433865370717,33.008603008909404,33.835506439208984,1775100,
13,13,2011-02-01,GMBREW,33.44737259721784,34.56116065180097,29.02597648516373,33.16048812866211,133855,
14,14,2011-03-01,GMBREW,33.16049142455724,37.801272827145134,31.557313537597658,37.126251220703125,231641,68.44182460221765
15,15,2011-04-01,GMBREW,37.63250628779081,44.34898311468184,37.1599900457998,39.10068130493164,979291,70.36192832722206
16,16,2011-05-01,GMBREW,39.32007859431101,39.32007859431101,32.40109699281351,35.016807556152344,148296,61.964079742126835
17,17,2011-06-01,GMBREW,34.840488041230024,38.66949417006055,31.94286360496872,35.66838073730469,110013,62.72841474346955
18,18,2011-07-01,GMBREW,36.18581290280731,48.121264353878246,35.599389228994035,36.341041564941406,3608720,63.54291161581942
19,19,2011-08-01,GMBREW,36.94472245947804,38.1865616809014,30.52855154246695,34.06434631347656,368325,58.85491048811586
20,20,2011-09-01,GMBREW,34.06434194713606,36.89297483125388,30.614787925572024,30.70102500915528,450690,52.67256585152693
21,21,2011-10-01,GMBREW,30.61479154091443,32.94323804968961,27.59643221876549,28.71753692626953,145400,49.37834324889499
22,22,2011-11-01,GMBREW,28.57954545373052,29.838633002216813,17.6272144345456,19.59346008300781,406158,37.698509321978136
23,23,2011-12-01,GMBREW,20.179887763237065,26.440827757220653,19.714198502808298,21.81842613220215,180704,41.342228120188814
24,24,2012-01-01,GMBREW,21.904662237749484,25.837153858847422,19.317496951183475,24.526323318481445,229665,45.51850154726311
25,25,2012-02-01,GMBREW,24.16412332100649,29.2522159344949,23.9916459320049,25.71642303466797,209209,47.29454977304682
26,26,2012-03-01,GMBREW,27.49293994036353,27.59642893828833,24.319352299100057,26.199357986450195,126137,48.034849971127315
27,27,2012-04-01,GMBREW,27.18248563647252,28.21735003073488,23.974398625170235,26.044132232666016,254684,47.802436022231845
28,28,2012-05-01,GMBREW,26.11311681665861,26.56155892502883,21.611450245479336,23.11200523376465,71338,43.5190354071624
29,29,2012-06-01,GMBREW,23.546749034772827,27.899329856545933,22.868887896474664,25.205724716186523,47689,47.16004250908142
30,30,2012-07-01,GMBREW,25.687357847558804,30.182646550749013,24.43866727948796,26.11548042297364,528405,48.70731163811065
31,31,2012-08-01,GMBREW,25.063015022868417,27.631750642282352,25.00949845146301,25.883583068847656,158275,48.31891428939273
32,32,2012-09-01,GMBREW,25.68736213684604,30.343196337249218,25.508977977525607,28.5236759185791,360370,52.92160542275366
33,33,2012-10-01,GMBREW,28.54151407165224,34.24981688598269,25.9370994797128,28.166906356811523,1399419,52.244472654746275
34,34,2012-11-01,GMBREW,28.541513836564576,35.92662827820716,27.57823710081333,30.646448135375977,2157237,56.41811429356183
35,35,2012-12-01,GMBREW,30.68212671867836,33.1438326208362,27.578236884827348,29.29072570800781,1213393,53.656893892403964
36,36,2013-01-01,GMBREW,29.34424244228862,31.03889342847857,24.97382271888345,25.366268157958984,557488,46.55403233731011
37,37,2013-02-01,GMBREW,25.384106662596743,26.222514136597223,22.90456306315,23.02943229675293,110829,42.91141219486604
38,38,2013-03-01,GMBREW,23.368363258161523,25.15220806068807,21.40613430764925,22.690502166748047,281061,42.393303955705605
39,39,2013-04-01,GMBREW,23.118623201263134,27.114435152033284,23.118623201263134,24.313798904418945,259431,45.7704959064532
40,40,2013-05-01,GMBREW,25.167511882766945,27.69718792223255,23.727257429822405,23.83804702758789,145353,44.93897491485412
41,41,2013-06-01,GMBREW,23.893442604882416,25.666062533326897,20.69903391880375,21.511484146118164,76799,41.01480982578487
42,42,2013-07-01,GMBREW,22.85941737875412,28.066489846093376,21.8992475729418,26.84781265258789,451866,51.480202599079576
43,43,2013-08-01,GMBREW,28.02955656687741,28.140344451184603,20.32973669948352,22.2131462097168,933798,44.15306981352642
44,44,2013-09-01,GMBREW,22.52704570709585,31.390147969113173,21.419158354260627,30.651554107666016,1863725,56.338024333100954
45,45,2013-10-01,GMBREW,30.134546523251817,35.9694218602719,27.3832924266657,30.57770156860352,4235425,56.22240681564021
46,46,2013-11-01,GMBREW,30.577694897528307,36.89265549556979,30.06068021752468,31.83330345153809,2076370,57.80775926516357
47,47,2013-12-01,GMBREW,31.61172422675948,41.13955733354468,31.20549742448481,39.73623275756836,2398665,66.12338258431149
48,48,2014-01-01,GMBREW,40.105531975779776,42.41363247115541,32.1102763171779,32.53496551513672,1946302,55.407327538921514
49,49,2014-02-01,GMBREW,33.25509524932946,39.44080308269186,31.09471412846193,36.26485824584961,1486375,59.104170421788346
50,50,2014-03-01,GMBREW,35.89556236206988,58.62572479248047,35.30468787433404,58.62572479248047,8183000,73.36184301951877
51,51,2014-04-01,GMBREW,59.01348211396684,64.6267811206466,45.201817258131534,46.29124069213867,6749836,60.77512460422042
52,52,2014-05-01,GMBREW,46.29124102404471,63.91126899699744,46.29124102404471,56.40994644165039,2218167,65.93809750279267
53,53,2014-06-01,GMBREW,56.89925971785681,70.48925058472427,55.488534907320194,62.02489471435547,2159551,68.42196725951888
54,54,2014-07-01,GMBREW,61.60167213433842,62.04840588564584,51.11528157045672,51.42094039916992,1011959,59.584993132712526
55,55,2014-08-01,GMBREW,51.30337924940962,52.05576484113748,46.55393731858513,48.058712005615234,321961,57.0682070615498
