,Unnamed: 0,date,symbol,open,high,low,close,volume,rsi
0,0,2010-01-01,BHEL,255.7968317165524,261.2995616840792,238.03272502262632,255.99905395507807,92744590,
1,1,2010-02-01,BHEL,255.5519532520439,259.17075827833906,241.6195246673878,250.0492248535156,71697624,
2,2,2010-03-01,BHEL,251.2364054860896,264.6254109403352,248.5308084902633,255.65841674804688,91372338,
3,3,2010-04-01,BHEL,256.1235413238001,276.4423021672125,254.51942733738144,266.5235290527344,75911298,
4,4,2010-05-01,BHEL,264.1442190240904,266.71614819287174,238.53720263317783,251.6748809814453,85314995,
5,5,2010-06-01,BHEL,252.3111639569131,265.9621942887889,240.3016977302342,263.0426940917969,82747930,
6,6,2010-07-01,BHEL,262.1978126843597,269.49117651587386,251.311224354305,260.7113342285156,74435799,
7,7,2010-08-01,BHEL,260.93599923269096,272.1648021272577,255.90441600902847,257.3641662597656,65731901,
8,8,2010-09-01,BHEL,257.9041614407406,270.06868682705664,254.0916974931816,265.0531616210937,90668559,
9,9,2010-10-01,BHEL,268.3496196525752,289.57896875367703,261.41648821020766,262.8729858398437,106229921,
10,10,2010-11-01,BHEL,264.64124304701346,274.5303521395834,220.8926731123973,236.9087371826172,104044916,
11,11,2010-12-01,BHEL,238.5210235922885,254.1984777023747,231.70613298635195,249.77525329589844,70782442,
12,12,2011-01-01,BHEL,249.91496537756703,252.96767797867025,227.5086094275999,238.47262573242188,96869687,
13,13,2011-02-01,BHEL,240.0259276367502,240.563371124998,210.7885590295257,215.09890747070312,97900997,
14,14,2011-03-01,BHEL,216.91548222501976,231.0988217459989,204.3390972742596,221.71490478515625,144332904,38.12146897434358
15,15,2011-04-01,BHEL,224.817135300035,243.4959851866344,213.7353730314988,216.5058135986328,115967213,36.695029842229346
16,16,2011-05-01,BHEL,218.37804377572647,228.2801995662449,204.5366397039631,210.2885589599609,105680298,35.011148987558094
17,17,2011-06-01,BHEL,211.1813219897357,223.2370753639848,202.5399089472694,221.911376953125,85483548,40.50737648136008
18,18,2011-07-01,BHEL,222.9340647912817,224.55737114842623,194.79676285734016,199.0822906494141,133682156,34.360588767453464
19,19,2011-08-01,BHEL,200.32682772097127,200.5324409080704,179.68378142272556,191.37158203125,122230068,32.56324080283608
20,20,2011-09-01,BHEL,193.3696057587449,199.2362513030727,172.0134972602746,179.2962188720703,106943771,29.923425914885684
21,21,2011-10-01,BHEL,176.74963271753018,190.2544121927568,170.92242486740605,175.53448486328125,62941290,29.131150719368364
22,22,2011-11-01,BHEL,175.50689145537527,187.1889447998969,135.8763063247089,156.14727783203125,120877021,25.398744964813137
23,23,2011-12-01,BHEL,162.38876084325872,163.30013139463588,123.36574233887188,131.92706298828125,115086727,21.66432028623224
24,24,2012-01-01,BHEL,132.39650772379457,158.60515923601105,129.0548294985996,138.4170379638672,162246874,24.85273173124942
25,25,2012-02-01,BHEL,138.63797910569838,181.168364886844,136.2352940133788,169.76248168945312,243509292,37.98220111575182
26,26,2012-03-01,BHEL,168.43689224547475,168.43689224547475,135.8762907702721,142.034912109375,189106406,32.562516627304625
27,27,2012-04-01,BHEL,143.79241029501293,153.07744047875462,123.9676295726566,125.33389282226562,170149571,29.803949530099167
28,28,2012-05-01,BHEL,125.33393252393616,127.53668521709037,110.05406999777672,118.279541015625,202717764,28.698047243630278
29,29,2012-06-01,BHEL,117.7497446950004,129.9345981938607,113.26058612745076,129.6278839111328,145323657,33.004769278578976
30,30,2012-07-01,BHEL,130.7431914950669,133.78243218919792,115.2123848729942,120.25919342041016,107948755,31.32272993644588
31,31,2012-08-01,BHEL,120.34285819356091,131.35663175173795,118.00068697877362,118.92082977294922,90083239,31.079057051178445
32,32,2012-09-01,BHEL,120.00825888843718,142.7607654083632,108.7993136064966,137.7139434814453,205485857,38.333531729498375
33,33,2012-10-01,BHEL,140.2269377838341,154.61864417737348,126.1474663368441,127.62354278564452,157471073,36.134310662469986
34,34,2012-11-01,BHEL,127.28291611229754,136.0258203848897,124.55786060921632,133.0452880859375,81997767,38.186368946628
35,35,2012-12-01,BHEL,132.3356182107835,140.65273148466957,125.09718321096652,129.58218383789062,102931594,37.36062135641996
36,36,2013-01-01,BHEL,130.71764999446384,139.4889346450279,125.18237491326504,129.3267364501953,117364940,37.296555260943535
37,37,2013-02-01,BHEL,128.92932847462907,130.6608821726223,113.37378925975509,114.19699096679688,109231961,33.61934659848187
38,38,2013-03-01,BHEL,114.6537349089473,119.49785364416164,99.89206816315388,101.46855926513672,84391088,30.862523237716072
39,39,2013-04-01,BHEL,102.58642363189882,111.67273051335914,100.60864424056116,110.49752807617188,89434728,34.93814659164105
40,40,2013-05-01,BHEL,110.4975318308961,119.1825570909386,107.6598494009065,114.96902465820312,101935330,36.92132821869606
41,41,2013-06-01,BHEL,114.65373352290716,115.71428409740513,92.898190693351,99.8920669555664,76168604,33.241998702775675
42,42,2013-07-01,BHEL,100.32202164139616,109.23635179389726,84.9870880870579,90.7484359741211,135900825,31.210652818826894
43,43,2013-08-01,BHEL,90.08917454825198,92.09561722612769,57.412857980063805,68.21897888183594,341818863,26.855989113502098
44,44,2013-09-01,BHEL,68.59159180941228,87.65277916683415,67.87501035664908,78.7671127319336,326913237,31.66343601834542
45,45,2013-10-01,BHEL,81.65911277019512,89.23482896599447,77.01972755829803,82.86300659179688,168422925,33.49141491994524
