Date,Symbol,Open,High,Low,Close,Volume
2022-09-01,RAMAPHO,331.589886043815,350.1166929448593,271.97541603046494,304.4969482421875,812836
2022-10-01,RAMAPHO,305.94120797832,313.760320456493,278.9976751584276,284.42620849609375,164937
2022-11-01,RAMAPHO,282.88232166703557,292.74335426537,244.23501552629855,245.67930603027344,408470
2022-12-01,RAMAPHO,250.11182110381765,310.7721477004717,239.1551107682241,277.15496826171875,730949
2023-01-01,RAMAPHO,282.7329315405578,282.7329315405578,224.11452608327988,230.04110717773438,469368
2023-02-01,RAMAPHO,233.22851177297193,236.56533414461265,189.3518798516677,192.78829956054688,366391
2023-03-01,RAMAPHO,197.220772496517,210.96646574056732,169.13175642312433,174.01246643066406,701235
2023-04-01,RAMAPHO,178.7437754784128,241.04761438503672,177.49869482559754,207.38063049316406,461199
2023-05-01,RAMAPHO,207.38063772581037,221.0267191168414,176.3034265874342,178.9927978515625,476399
2023-06-01,RAMAPHO,179.04260588901144,257.4826905274518,179.04260588901144,241.446044921875,1662805
2023-07-01,RAMAPHO,241.446035353168,267.9413578605052,222.6204218655127,259.4250183105469,730171
2023-08-01,RAMAPHO,260.22186195457374,268.93742670903316,234.22457129320506,249.26515197753906,735100
2023-09-01,RAMAPHO,252.9499969482422,267.3500061035156,230.5,232.75,587358
2023-10-01,RAMAPHO,232.75,248.8000030517578,213.14999389648438,221.60000610351562,356278
2023-11-01,RAMAPHO,220.10000610351562,228.0,206.14999389648438,210.9499969482422,214112
2023-12-01,RAMAPHO,212.10000610351562,223.0,207.60000610351562,212.8000030517578,344563
2024-01-01,RAMAPHO,215.9499969482422,248.8000030517578,212.89999389648438,227.75,645938
2024-02-01,RAMAPHO,226.0,238.0,185.0500030517578,186.4499969482422,545666
2024-03-01,RAMAPHO,187.0,195.35000610351562,160.0,160.60000610351562,571382
2024-04-01,RAMAPHO,161.25,195.8000030517578,161.25,179.6999969482422,264198
2024-05-01,RAMAPHO,184.4499969482422,184.4499969482422,160.0,162.0500030517578,165189
2024-06-01,RAMAPHO,163.25,228.0,144.5500030517578,185.58999633789062,1537086
2024-07-01,RAMAPHO,186.58999633789062,214.3000030517578,183.00999450683594,200.89999389648438,772214
2024-08-01,RAMAPHO,202.0,206.0,178.10000610351562,197.8800048828125,636104
2024-09-01,RAMAPHO,197.8800048828125,220.97999572753906,191.80999755859375,206.47999572753906,910432
2024-10-01,RAMAPHO,205.0,227.99000549316406,192.41000366210938,207.63999938964844,403506
2024-11-01,RAMAPHO,210.5,224.1999969482422,189.10000610351562,204.85000610351562,379772
2024-12-01,RAMAPHO,208.0,211.99000549316406,189.0,191.24000549316406,188330
2025-01-01,RAMAPHO,195.4199981689453,247.0,190.5500030517578,206.69000244140625,1534452
