Date,Symbol,Open,High,Low,Close,Volume
2020-01-01,NOCIL,94.50444268356063,117.89938162381937,87.10683442481118,88.35518646240234,46200489
2020-02-01,NOCIL,88.35518854153476,95.7065590996924,78.50712090435269,83.1768569946289,32878300
2020-03-01,NOCIL,85.58108130408048,92.19268788216462,41.61154545321732,60.84532928466797,27641588
2020-04-01,NOCIL,63.224026790776165,94.69234775448507,61.308147191055674,83.14917755126953,52901589
2020-05-01,NOCIL,83.14917032446377,87.45989904917329,75.9646224499479,83.00547790527344,41520006
2020-06-01,NOCIL,84.29869125055714,92.34538596799207,78.8863306347021,79.41320037841797,51701248
2020-07-01,NOCIL,80.08376162577875,109.06143905874806,80.08376162577875,100.6794662475586,75779413
2020-08-01,NOCIL,100.58367574854611,134.11156766472814,100.48788323334283,120.12564849853516,69040477
2020-09-01,NOCIL,121.5625611536531,142.44564424912465,114.95277512241417,136.02745056152344,33911409
2020-10-01,NOCIL,136.79380523021334,149.82177763209006,130.27981172077438,131.42933654785156,27720494
2020-11-01,NOCIL,131.42931998702852,143.5951508898855,126.06486659761883,134.97369384765625,22936638
2020-12-01,NOCIL,135.83585826009102,149.34279984424435,129.321865094875,137.5122528076172,31786619
2021-01-01,NOCIL,138.32648877763123,157.1021130083568,134.11155988518266,137.84751892089844,32277948
2021-02-01,NOCIL,137.70384724237036,175.97353960476272,134.30315800446283,158.97010803222656,38194089
2021-03-01,NOCIL,160.83808521625554,190.91740345268593,150.87551722710737,167.3999786376953,30068274
2021-04-01,NOCIL,168.59739802276863,180.85902989327923,155.090441538917,176.69198608398438,15051073
2021-05-01,NOCIL,174.3450313440334,210.17197149869946,173.43499152140691,197.9103546142578,26500840
2021-06-01,NOCIL,198.2935361149214,215.77593724582633,190.6300178109631,207.44186401367188,31093888
2021-07-01,NOCIL,208.8308625652395,266.30724675750724,207.20236793652532,250.4054412841797,62145817
2021-08-01,NOCIL,254.79447641683856,283.6200079697952,222.15451476725866,267.2034606933594,53549430
2021-09-01,NOCIL,267.20345232730216,302.7404358837993,261.65079680471257,280.72296142578125,40529141
2021-10-01,NOCIL,277.7775874341269,310.2726832800259,253.2010720023795,257.73974609375,27474625
2021-11-01,NOCIL,260.1056888216729,265.27207824518115,209.11782599502104,217.66407775878906,17566527
2021-12-01,NOCIL,218.72631825142088,242.38545642872688,207.18645584256996,224.5686798095703,14417997
2022-01-01,NOCIL,226.5483369685331,253.49077965496593,210.71118989379465,224.8583984375,18987504
2022-02-01,NOCIL,226.64489581036938,230.55589935375568,184.15501278810657,202.30978393554688,11846723
2022-03-01,NOCIL,202.3097769972983,244.22024519243843,187.72801629343152,240.35752868652344,22869963
2022-04-01,NOCIL,240.45411144634548,243.9305623251498,209.93864401935775,219.0160369873047,13516758
2022-05-01,NOCIL,217.71236696408448,257.16035240499065,213.80136335997983,236.15684509277344,29160582
2022-06-01,NOCIL,237.4122160832568,265.41691039071,221.5267828690574,244.50994873046875,18268707
2022-07-01,NOCIL,245.0411030364577,284.3925314058593,235.9637242268794,267.1551513671875,22954574
2022-08-01,NOCIL,270.39749892309607,272.34982743517617,245.9933925220946,257.6097412109375,11138108
2022-09-01,NOCIL,258.585889763057,287.8708156657853,233.30324302506838,246.9207305908203,21224451
2022-10-01,NOCIL,246.92075041706988,265.51668283746045,236.1341321977811,236.8174591064453,8829320
2022-11-01,NOCIL,238.03766267292738,241.40542641798828,212.95022907314933,230.7164306640625,9911150
2022-12-01,NOCIL,232.32709512997084,241.99111539793157,217.78225353575021,227.44627380371094,10464761
2023-01-01,NOCIL,228.7152802558378,241.0149405193335,196.74590197664068,203.9207000732422,5621252
2023-02-01,NOCIL,203.92070408475527,228.9593258154752,197.18517677665568,215.19540405273438,6274692
2023-03-01,NOCIL,214.60971463145015,224.5177757329351,194.35430660337013,201.72433471679688,5579250
2023-04-01,NOCIL,201.5779031083351,216.5132180367829,201.5779031083351,207.82534790039062,4426739
2023-05-01,NOCIL,207.82536031014237,234.1817947358857,207.82536031014237,214.7073211669922,11331185
2023-06-01,NOCIL,215.63468207613585,224.37136424075874,210.90029428631607,215.87872314453125,6921016
2023-07-01,NOCIL,216.75726887840872,220.32026233732077,199.4791650957987,215.5370635986328,15451513
2023-08-01,NOCIL,212.88212015931143,232.04151701704177,207.68383582983986,222.23902893066406,20932208
2023-09-01,NOCIL,223.37770891161597,252.38907401472036,217.28828108482728,225.6055450439453,31575379
2023-10-01,NOCIL,225.60553923852606,238.62599736680835,208.2284148318197,219.31808471679688,9862597
2023-11-01,NOCIL,219.31808676895506,247.24029614854354,209.02053930265365,228.22943115234375,19479535
2023-12-01,NOCIL,231.34839306385015,278.529004257608,231.34839306385015,270.8553466796875,44898194
2024-01-01,NOCIL,270.85535167528406,282.63815350839826,251.54745381224083,266.647216796875,24952159
2024-02-01,NOCIL,266.7957566523233,294.8664667835723,249.51763826504308,259.815185546875,34198568
2024-03-01,NOCIL,259.86471877394104,264.4689073813214,218.0308920536015,247.63636779785156,12409462
2024-04-01,NOCIL,248.52749611537743,280.0142345324535,248.52749611537743,266.3006896972656,16179046
2024-05-01,NOCIL,266.30068507713673,267.83540451344237,246.5967035543128,250.6068115234375,8005897
2024-06-01,NOCIL,254.46840235995236,308.2830296806344,215.8030642715007,273.1822204589844,34256898
2024-07-01,NOCIL,274.2713684449985,329.67023636029387,274.0733264893011,327.2938537597656,44664189
2024-08-01,NOCIL,333.70001220703125,336.0,277.0,282.6499938964844,23016124
2024-09-01,NOCIL,281.20001220703125,301.70001220703125,266.8999938964844,290.3500061035156,13677840
2024-10-01,NOCIL,290.95001220703125,306.54998779296875,261.1000061035156,287.8999938964844,11289075
2024-11-01,NOCIL,289.0,291.20001220703125,252.35000610351562,263.6000061035156,6136806
2024-12-01,NOCIL,263.6499938964844,292.1499938964844,239.10000610351562,243.6999969482422,8321086
