date,open,high,low,close,rsi
2010-01-31,232.37405790938314,268.3484984051781,217.56679603137928,231.2730734083387,100.0
2010-02-28,233.6326956111341,260.1271934678474,217.77713431603422,241.79629845089377,100.0
2010-03-31,243.61902909388402,269.9570692206617,231.89471852158752,254.61866940392383,100.0
2010-04-30,256.38575008011316,274.09718895523,234.24465350791328,246.23180415895243,69.3951332864414
2010-05-31,248.53824088962767,258.0773801131089,215.1343798810943,228.78343216578165,40.004751689991394
2010-06-30,230.91326753153606,249.61792052912537,216.56053265295677,231.39175770017832,44.089141284798686
2010-07-31,232.53342882822025,244.7351954138562,212.47513620382122,223.4832665655348,35.608262834731704
2010-08-31,227.28650921227324,246.6536645753759,213.79164038744594,228.50738445917762,43.565591118030696
2010-09-30,230.66022149490533,265.6500148717908,220.06441660873978,247.11924812528818,63.07181028786629
2010-10-31,249.4213740879358,263.7212435415988,231.48192866129904,244.3568897247314,59.54706645289049
2010-11-30,247.3787321157212,271.0940005591326,224.19398060924578,240.46717124515106,54.59034876717518
2010-12-31,239.51381811877778,257.8350949832495,219.25549625076445,238.48832231097742,52.04718997615721
2011-01-31,238.604639703074,251.57764789446395,205.45686499560307,216.8802312480078,32.79676605863118
2011-02-28,217.13167081416537,231.65854307768964,196.4275202547303,214.2897738085853,31.20047464286081
2011-03-31,215.1023330602483,249.16238579311175,204.4658778016251,236.43196296691886,53.51494236774176
2011-04-30,235.853709203801,251.56741416737145,221.24160066647917,236.43584956063157,53.51799575880228
2011-05-31,236.5145333673338,245.00455910283875,211.129244179175,224.15411249796543,43.177043836517655
2011-06-30,223.9558288653868,233.27297777553915,201.8122510030855,213.97077184253266,36.4406800204948
2011-07-31,214.24361994011252,230.73031705835416,202.93537317212628,218.49631526735092,41.14888835381277
2011-08-31,219.07029990000075,230.0153668544436,194.74965648468623,213.3398825592465,37.497138034556336
2011-09-30,213.60855399037678,238.01527072225204,203.00784569019504,226.42062184545716,50.38513970142924
2011-10-31,225.40305611534373,242.0602066059738,211.76086808212702,230.25668263435358,53.62112811585569
2011-11-30,229.7563606202,246.24582346531187,213.08957362895117,230.28390301598435,53.645881817079456
2011-12-31,230.7485288765076,248.37847760823428,213.22827875385366,231.09668204519477,54.482873207559265
2012-01-31,229.71460875310999,252.61474701163127,219.1570324528383,243.0839377244313,65.18168603633256
2012-02-29,243.57157032421236,287.45825523683914,233.06995190004326,269.19754830996186,78.11298864104934
2012-03-31,268.920399969731,297.3361107122702,256.58409606541073,284.5491135385302,82.5172892661231
2012-04-30,283.36328252803213,297.0672524630885,254.06658541805706,267.3932518164316,65.51712540023357
2012-05-31,266.9747646212967,278.3288655534946,237.9694081900694,250.96109350522357,53.36631258546812
2012-06-30,249.196255925129,288.217541977246,236.64813667645092,278.2165267997317,65.58251074458065
2012-07-31,277.73929661187645,299.5745300844951,262.24433313461975,287.5761556890276,68.81903798773767
2012-08-31,288.75974948473106,317.5494395452476,273.5283636014345,296.7940249443055,71.82938293453442
2012-09-30,298.48872095842967,342.46623338530173,285.1072614970903,331.2359229723613,80.10869791470219
2012-10-31,333.4286711820405,364.5826343712429,304.50726978047555,340.07282021310607,81.70086702279244
2012-11-30,341.6846477666075,367.28848222117847,318.9772767781154,346.2812599341075,82.81588946509942
2012-12-31,349.68029262089465,371.5734860656545,328.9490075408503,358.9254831208124,84.96827258832984
2013-01-31,360.6852747022755,373.8424442039105,327.9299933309124,344.8958562480078,73.2258241153403
2013-02-28,345.95365131235366,358.7422963305794,317.2752499724476,334.9881253110038,65.81444411181667
2013-03-31,334.5326938496766,348.1416696785994,304.8355889232746,317.94844775729695,54.80658990005125
2013-04-30,319.886586327807,347.8854830309238,300.3559178954784,335.14839524692957,62.17500361709098
2013-05-31,334.88467006628593,370.97049181233143,320.97146798490576,342.4744153949948,64.98102642524663
2013-06-30,342.8224476595102,352.7708181481295,307.59686202218955,331.7857742574481,57.76675367038656
2013-07-31,333.5012069236643,352.7406055066361,297.41004607707356,313.40760797924474,47.33974977157053
2013-08-31,312.9656357039335,325.876388413721,258.9356314811639,276.92954985300696,33.49378452628369
2013-09-30,276.7689381794981,324.507332658387,264.22971034708524,308.35890242788525,48.47553075936878
2013-10-31,309.1817414169341,337.7698927318843,296.9143983705448,321.49911255306665,53.52592979191711
2013-11-30,321.01457863685715,333.4636548330645,297.7481983392691,317.9724157386356,51.949032694213905
2013-12-31,317.314574862506,336.5187860153937,300.50846553530965,316.34420045216876,51.1463472900023
2014-01-31,316.0314917154037,330.24646768231065,290.4757279554044,309.4817652702331,47.57171753117062
2014-02-28,308.0314552222984,336.0525121179442,293.37688899811195,323.5157335864173,54.99399301665128
2014-03-31,323.2967229768607,386.4637179109403,314.27276900345544,376.56491651799945,72.17510057134294
2014-04-30,375.7215798923528,399.5033002519629,353.5331226440393,370.1743258900112,68.53826246189779
2014-05-31,369.3474078831161,456.97358124997044,357.9881589987305,429.41621367136634,79.55675534318576
2014-06-30,429.7573773423406,505.80805205226653,420.43145673063947,462.6359379026626,83.33336753331764
2014-07-31,463.85460778962215,487.1582467036548,430.08832070388047,458.418666680654,81.13773892095749
2014-08-31,456.62874812542947,517.5518264693281,439.9393053529012,490.77465613683063,84.70517047822835
2014-09-30,490.45857901243994,546.9989504362007,474.57513341735836,510.7188319630092,86.51862034136846
2014-10-31,508.93541289043924,549.6224448903292,479.95146256327973,534.58656750785,88.41528028748588
2014-11-30,536.241214238884,562.310776341803,510.52552205383597,529.5062022738988,85.46229482672067
2014-12-31,527.0925215720245,563.9477512133811,499.3457837327969,545.1705196698506,87.00624442680687
2015-01-31,544.4961923730648,636.743533166616,519.2722538207388,613.8266832828522,91.54656450193056
2015-02-28,617.0896195182148,652.1230015996766,562.4710620232684,608.874483956231,88.9594806380185
2015-03-31,600.6620219692707,649.1090969164717,554.370295459649,588.6506278779772,78.50548715482961
2015-04-30,586.6936233107264,627.7471363759279,541.6531005809563,565.2704624599879,67.86699396362309
2015-05-31,564.4435177864337,646.7953833724091,537.4059108079864,605.9480254915021,74.73902945068501
2015-06-30,595.7170953309925,624.011114294072,542.7564450747375,603.6664463414085,73.71870045620929
2015-07-31,603.2356754185039,647.3886463603048,572.2015793478149,616.2537588013541,75.82002886775106
2015-08-31,616.9254549693989,646.7492178635797,548.9525727347681,582.1387785275776,60.65414852838006
2015-09-30,577.0369896520458,648.2029224945413,547.2052202616386,604.5765586429175,65.83962822481598
2015-10-31,605.3671314872937,676.4918252069797,591.0535098131564,630.9283363554212,71.01600796801075
2015-11-30,630.0256397495599,667.7749978199976,559.6653341973201,604.5196157561405,60.42773338985764
2015-12-31,606.1461095173396,635.3755295074952,560.0715697481216,608.6727331479389,61.47014926786992
2016-01-31,608.2742938511053,626.7502175940087,517.688634472574,570.4829825295342,48.04259125517249
2016-02-29,575.3730672179948,601.2176494336444,520.5104034777949,540.661023908191,40.1418566591533
2016-03-31,543.7107354440666,676.6272085452317,537.1054424456381,644.9545809692804,64.01903752108998
2016-04-30,641.4057834000162,701.3326054451749,619.8556600517815,661.9227403534779,66.52570328970327
2016-05-31,658.3810529430962,724.352616530945,632.5394542048842,684.7967515256668,69.79842274933057
2016-06-30,688.4155284370875,769.6694655620291,670.8739304700168,752.3779404428269,77.34816483859927
2016-07-31,753.0526098752357,833.0215911494621,734.7602726174861,805.609631008572,81.54174910597148
2016-08-31,805.8251596515674,882.940214844816,780.0378358737544,852.2432249916925,84.45145035973889
2016-09-30,840.4232485328371,899.9337414199074,791.1214168107864,846.0919437408446,82.47273708042727
2016-10-31,847.9208912292867,923.1708147640144,819.7781807090863,849.0787581602732,82.69983675849603
2016-11-30,856.4779051210875,875.3393388500929,665.5922224877801,774.02876663208,60.11656390515032
2016-12-31,773.9019761515249,788.153496322538,667.2020117612944,733.2757080793382,51.333594450614555
2017-01-31,734.606370989893,815.7387585917461,703.7316035678351,782.5489710436927,59.57334481481238
2017-02-28,786.2909851880672,851.3703537993227,756.5421143422622,814.5526028606624,64.12540168906926
2017-03-31,823.2923301145464,882.9801602565727,786.108472252069,856.9312287171681,69.39138066997981
2017-04-30,860.3677259084508,969.6874556085282,842.3676737624114,943.1102704604468,77.23293047405811
2017-05-31,942.3147494435423,1013.9398627911853,855.4412069774971,910.7919298807783,69.52569219913912
2017-06-30,906.5627017520859,955.1832397162335,839.7044957131059,874.5795329146912,61.58064257298241
2017-07-31,874.5570242589878,975.2121220225599,859.1700213953436,933.5525414413872,68.37213328384884
2017-08-31,940.9945816941035,966.9782485189166,854.1519149461318,915.9013941023082,64.4382086475716
2017-09-30,922.0454779186842,989.3412306494761,863.676258090968,922.4941275914512,65.2986741433252
2017-10-31,921.744943922592,1010.3956935224013,901.7764975581467,976.9942602316538,71.80580421435707
2017-11-30,975.3001511630977,1013.880095810714,884.4632055218427,915.9571693473393,57.79980840391554
2017-12-31,918.5040388981054,980.4286172426785,881.5005638166202,956.2624084154764,63.260014154809696
2018-01-31,955.6279877303239,1048.5475609874302,910.2689866298255,931.9889577229816,58.04145290109416
2018-02-28,936.7645194070745,959.9557769562683,833.5183356537266,889.250194417106,49.71028163202312
2018-03-31,888.2132911831255,919.7098603736669,823.3238972380364,851.3735484017268,43.34772619203128
2018-04-30,855.5558049060922,926.6007577846083,834.6284483592857,889.2735092375015,50.64164882319109
2018-05-31,888.32760774382,903.099522597859,804.456753071992,853.3516800403595,44.391236870182155
2018-06-30,850.6749712488673,871.9906758975349,763.8534148699371,801.0793454117245,36.77101257779492
2018-07-31,801.4976364836615,907.2009819187367,771.5284827394528,863.609465175205,48.88267814973255
2018-08-31,869.2740711019833,948.526864262584,838.6489822455161,928.4262618223826,58.41092704900994
2018-09-30,933.5221668564016,949.3539052747869,800.0280323054429,838.744421005249,45.01513456705223
2018-10-31,838.2015245300684,852.9821720561595,675.9221905628243,723.9379439486398,33.624656510096514
2018-11-30,715.6503267781576,841.1556089158042,699.5217453366095,815.4400978485745,46.15450000829401
2018-12-31,816.8130552270983,877.0809226407987,771.1850144078315,839.4857212702433,49.06969603940312
2019-01-31,839.5577258059708,850.7947278114111,723.2242242687709,766.3761102822093,41.237295884250386
2019-02-28,768.5651941652521,836.0588228491791,725.5686547120697,804.9536296261681,46.44219155342073
2019-03-31,804.6954097758997,915.4104586510797,795.7856167687113,886.4695020715396,55.95416976020221
2019-04-30,891.2939211268235,969.4172724544889,867.1390747016612,940.497755030791,61.22123473643766
2019-05-31,938.5692483649003,1038.9344988338921,873.4241015957042,1009.930985179212,67.06183664998437
2019-06-30,1008.7035079341895,1033.5626579650307,922.1184829919873,992.574586040444,64.26986389722188
2019-07-31,993.1334075446015,1025.3730498090856,898.8069876584514,921.9449925025303,53.76054886245312
2019-08-31,917.3065027723195,965.1554837427278,827.217479753163,867.8510098854703,46.972829076055355
2019-09-30,866.4081965801016,960.5996941420624,810.3640336353299,889.4629924032422,49.88946872738821
2019-10-31,890.0747022147303,952.3208744004203,821.0795358814336,913.1487328542603,53.14821624571418
2019-11-30,913.6593965517898,977.4015999728978,878.6786651214956,946.2417467435199,57.59398094238769
2019-12-31,948.6482854277111,958.9986207519477,884.9291497823008,913.2595648434425,51.927555379915844
2020-01-31,913.0432439333713,1084.3332511410308,904.9530585724466,1018.1960686908827,64.68333247718236
2020-02-29,1015.7541702476358,1099.5089929864146,960.6342056740868,982.2202055189343,58.53882274167436
2020-03-31,991.0800990937807,1032.9972376057854,675.49610832939,747.332964691851,34.120810761495804
2020-04-30,744.6928547542965,860.152556991696,671.4690786918851,835.4588658809661,44.19738523809833
2020-05-31,833.4969850676758,910.7854328013401,761.7478683868629,891.1202652785513,49.793922758335874
2020-06-30,891.9307586257264,1001.8907871630967,868.8217790093352,975.2912348906196,57.27117360925774
2020-07-31,968.1994647440639,1018.5763816954234,901.8506027063369,956.0083427561653,55.10192090028494
2020-08-31,954.3383144698219,1007.78560108608,890.9477220890632,912.2144078281191,50.126486192628306
2020-09-30,915.6594753416135,957.8395854962705,834.2176613025266,923.9315796030892,51.47902745879778
2020-10-31,929.001368936525,1035.8053048924314,909.3039642028309,1005.2772311899398,60.13853615549175
2020-11-30,1002.9327126649591,1138.0602585567085,987.8327043712119,1111.1938569280837,68.56667650110948
2020-12-31,1146.3581335735687,1194.2296403283533,1052.2850228167451,1116.593583080504,68.9528265451047
2021-01-31,1117.471816809276,1225.5175260375315,1061.1042401430414,1089.2888166639543,64.34104691257062
2021-02-28,1099.8242739667576,1372.633834736288,1078.2289888638945,1262.0057739946576,76.03820286303619
2021-03-31,1267.965581893559,1419.9966504925105,1236.896924666553,1388.3531591892242,81.234097480235
2021-04-30,1392.259843854095,1498.245512306578,1292.5505133300055,1329.0521028836565,72.69715351263335
2021-05-31,1314.797840464243,1425.0954278865156,1275.916698293457,1372.7281005912357,74.93561409719561
2021-06-30,1376.5856240986348,1473.0309921675769,1344.5519343463654,1390.0985131793552,75.84442617384869
2021-07-31,1392.0571287510434,1544.9545881461806,1358.1620446921572,1508.499251180225,81.20442619801997
2021-08-31,1514.326498742334,1607.7127996328632,1370.9082793268412,1498.3940704133777,79.46791794500498
2021-09-30,1504.4321360651509,1639.7012855136734,1444.5658578237253,1493.755505243937,78.57792778707345
2021-10-31,1490.3261890643835,1560.0593173267657,1391.1110903892852,1502.3904575241932,79.08114497379879
2021-11-30,1509.4908598879208,1603.3662812266643,1344.868308089079,1395.1803710195754,59.169213317193844
2021-12-31,1409.7618909921566,1476.6198667836616,1328.3639526194108,1434.6262189547217,63.11229387746147
2022-01-31,1435.785837508806,1527.3030636367293,1290.7617058363887,1346.611989974975,50.545374689825344
2022-02-28,1360.839382624474,1432.2764719766162,1204.7412722473298,1276.9020568529768,42.76359776610004
2022-03-31,1278.159725283376,1307.1201580516883,1119.3720928513865,1266.3698599073618,41.64585629404239
2022-04-30,1266.4356242386248,1388.9959603474654,1244.997652851473,1328.3043729994033,50.43598564690565
2022-05-31,1322.2309879098675,1349.511910004845,1086.706306384764,1167.3053141170078,34.739917770964624
2022-06-30,1168.3680281918225,1183.773704690118,975.422619968979,1040.253723780314,27.06927641688243
2022-07-31,1040.8754469597645,1192.0435650836946,1024.6995316937225,1150.5923198064165,40.28227530430492
2022-08-31,1157.567647097089,1255.0023363265504,1137.325438170513,1219.9332469834217,47.216517605482146
2022-09-30,1218.2917781409055,1397.4179382401403,1142.6236157806404,1194.7921711603797,45.029102668780894
2022-10-31,1196.7134566015652,1277.0854242127168,1132.943407621165,1257.1528583632576,51.46445163730492
2022-11-30,1262.1182774827523,1346.5925897586956,1223.6559716351599,1321.2866044574314,57.384562621739626
2022-12-31,1324.4738699809038,1386.5463560952712,1262.8396012087721,1294.2982992596098,54.17597743071371
2023-01-31,1296.2825848190896,1363.8824778491562,1170.007981352439,1270.7358839246963,51.28716532155884
2023-02-28,1274.2914714688611,1406.3250916741422,1209.6427040422295,1327.8568267822268,57.60984287270071
2023-03-31,1324.4663531052374,1394.4489798741283,1262.4392167213377,1353.925786071353,60.321817576170986
2023-04-30,1360.6738095894686,1402.2768625205645,1263.120649670049,1318.6311161253188,54.840839784698964
2023-05-31,1319.0919579537021,1414.7178334933415,1279.6622890574338,1369.0270577536685,60.720873198545554
2023-06-30,1373.931627630956,1469.2910541098306,1288.8772261248325,1366.2773656845093,60.22717354474729
2023-07-31,1381.6149466392765,1416.515557053137,1306.8489811422671,1374.833140055338,61.35524987454391
2023-08-31,1381.230814204577,1423.245803798975,1320.7920660829018,1381.9752989874942,62.38292339588816
2023-09-30,1385.528214811826,1533.1353005635572,1361.2556481491915,1439.653342988756,69.85317409450353
2023-10-31,1440.4835435439065,1537.1108387836052,1394.220192359882,1441.0029931598237,70.01395258817466
2023-11-30,1446.526373533778,1547.5512971040494,1415.821393186227,1525.0336554845173,78.32021728893375
2023-12-31,1536.1869464718745,1707.8820175619417,1511.8285241269728,1664.6646589703025,85.84041261525513
2024-01-31,1670.1415344769182,1730.9370861487814,1528.7391024804083,1688.2905921936035,86.7385063316063
2024-02-29,1718.2518452270112,1790.315931781582,1539.2582014820912,1585.441265741984,65.78128137212987
2024-03-31,1596.5154232072641,1640.4887354249713,1466.2305060289477,1548.646840731303,59.81554103117244
2024-04-30,1557.4514232413023,1649.5292546804433,1463.3361654666694,1536.3764026429922,57.79854574223982
2024-05-31,1536.482246836727,1640.8975446204427,1479.39174474578,1520.856603410509,55.08761301748045
2024-06-30,1565.5332464104627,1764.6138641051693,1430.706906162588,1720.2453302807278,73.50750547505038
2024-07-31,1725.8909355562955,1799.8715369554357,1648.873539307512,1733.2604419920178,74.30133406899577
2024-08-31,1742.0264613152347,1761.3222465314645,1533.6876271612823,1631.6866963704424,58.512959418320975
2024-09-30,1638.0333144413557,1726.5698093597023,1585.2463126700832,1674.7358206113176,62.418211039106254
2024-10-31,1678.1283396689555,1711.4638727332579,1513.355116564925,1596.7336602210996,52.15422053877428
2024-11-30,1609.4233682371555,1669.8876772237875,1469.6971599706999,1617.718800809648,54.477921135557786
2024-12-31,1616.796182694713,1759.875685361357,1575.465910788865,1613.4991982248089,53.870907564221056
2025-01-31,1613.5743439145926,1720.8162284410441,1503.3792586249594,1662.7077273262867,59.88537709413593
2025-02-28,1668.560196934341,1727.2460235123747,1511.8529746476734,1552.3792728847932,44.780780391592394
2025-03-31,1555.9759709305235,1769.6744208335876,1526.5008479091857,1715.6019113196262,61.40015487069095
