,symbol,name of company,macro sector,sector,industry,basic industry,market cap
349,CERA,Cera Sanitaryware Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware,7977.13
319,CAMPUS,Campus Activewear Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,7879.28
1736,STANLEY,Stanley Lifestyles Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,1907.23
1828,TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,1165.65
493,DVL,Dhunseri Ventures Limited,Diversified,Diversified,Diversified,Diversified,1140.58
1683,SINDHUTRAD,Sindhu Trade Links Limited,Diversified,Diversified,Diversified,Diversified,2650.58
654,GODREJIND,Godrej Industries Limited,Diversified,Diversified,Diversified,Diversified,28179.41
1897,TTKHLTCARE,TTK Healthcare Limited,Diversified,Diversified,Diversified,Diversified,1780.42
226,BALMLAWRIE,Balmer Lawrie & Company Limited,Diversified,Diversified,Diversified,Diversified,3115.52
1796,SWANENERGY,Swan Energy Limited,Diversified,Diversified,Diversified,Diversified,16644.56
1091,MAHESHWARI,Maheshwari Logistics Limited,Diversified,Diversified,Diversified,Diversified,187.65
4,3MINDIA,3M India Limited,Diversified,Diversified,Diversified,Diversified,33141.61
432,DCMSHRIRAM,DCM Shriram Limited,Diversified,Diversified,Diversified,Diversified,18697.48
765,HNDFDS,Hindustan Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,5442.23
648,GODAVARIB,Godavari Biorefineries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,1187.28
752,HINDUNILVR,Hindustan Unilever Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,559919.35
419,DAVANGERE,Davangere Sugar Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,574.86
877,ITC,ITC Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,543821.49
1394,POCL,Pondy Oxides & Chemicals Limited,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,1825.54
1961,VEDL,Vedanta Limited,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,166406.56
1813,TARIL,Transformers And Rectifiers (India) Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,12823.08
1273,NITIRAJ,Nitiraj Engineers Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,214.67
1792,SUZLON,Suzlon Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,68838.87
1811,TARAPUR,Tarapur Transformers Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,60.02
1940,URJA,Urja Global Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,801.32
1668,SIEMENS,Siemens Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,202276.45
773,HPL,HPL Electric & Power Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,2791.61
23,ABB,ABB India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,127524.34
120,APARINDS,Apar Industries Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,28836.83
2014,WEBELSOLAR,Websol Energy System Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,5427.74
206,AZAD,Azad Engineering Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,7859.66
883,IWEL,Inox Wind Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,9806.72
1609,SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,14824.45
1885,TRANSRAILL,Transrail Lighting Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,6913.51
1781,SURANASOL,Surana Solar Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,172.03
14,AARTECH,Aartech Solonics Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,171.96
1470,RAMRAT,Ram Ratna Wires Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,2231.61
191,AVALON,Avalon Technologies Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,4035.04
458,DIACABS,Diamond Power Infrastructure Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,5881.0
1894,TRITURBINE,Triveni Turbine Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,19091.69
1692,SKIPPER,Skipper Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,4465.76
218,BAJEL,Bajel Projects Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,2515.62
551,EXICOM,Exicom Tele-Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,2862.82
1835,TDPOWERSYS,TD Power Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,5293.84
1798,SWELECTES,Swelect Energy Systems Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,1262.72
608,GEEKAYWIRE,Geekay Wires Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,429.58
354,CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,87735.36
2008,WAAREEENER,Waaree Energies Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,59984.73
1509,RISHABH,Rishabh Instruments Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,1070.2
611,GENSOL,Gensol Engineering Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,2428.36
613,GENUSPOWER,Genus Power Infrastructures Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,9083.78
703,GVT&D,GE Vernova T&D India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,40748.53
1854,THERMAX,Thermax Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,43110.75
1404,POWERINDIA,Hitachi Energy India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,40262.59
273,BHEL,Bharat Heavy Electricals Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,65253.87
1570,SALZERELEC,Salzer Electronics Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,2127.23
942,JYOTISTRUC,Jyoti Structures Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,2019.43
1377,PIGL,Power & Instrumentation (Gujarat) Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,508.49
833,INDOTECH,Indo Tech Transformers Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,2685.8
1176,MODISONLTD,MODISON LIMITED,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,460.79
615,GEPIL,GE Power India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,1936.15
1419,PREMIERENE,Premier Energies Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,39645.61
1998,VOLTAMP,Voltamp Transformers Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,10166.5
245,BBL,Bharat Bijlee Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,3277.11
852,INOXWIND,Inox Wind Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,17588.18
1549,S&SPOWER,S&S Power Switchgears Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,512.17
969,KECL,Kirloskar Electric Company Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,1079.23
1625,SERVOTECH,Servotech Renewable Power System Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,2983.45
488,DREDGECORP,Dredging Corporation of India Limited,Services,Services,Engineering Services,Dredging,1944.6
993,KMEW,Knowledge Marine & Engineering Works Limited,Services,Services,Engineering Services,Dredging,1986.3
1461,RAJTV,Raj Television Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,445.16
692,GTPL,GTPL Hathway Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,1225.85
394,CREATIVEYE,Creative Eye Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,12.42
311,BTML,Bodhi Tree Multimedia Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment,132.46
1907,TVVISION,TV Vision Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,29.48
1448,RADAAN,Radaan Mediaworks India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,22.96
467,DISHTV,Dish TV India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,1465.64
1866,TIPSFILMS,Tips Films Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,244.68
446,DEN,Den Networks Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,1816.79
1206,MUKTAARTS,Mukta Arts Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,195.95
1906,TVTODAY,TV Today Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,1130.72
1646,SHEMAROO,Shemaroo Entertainment Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,387.14
1440,PVRINOX,PVR INOX Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,10364.51
1770,SUNTV,Sun TV Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,24707.14
1867,TIPSMUSIC,Tips Music Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,7836.08
1591,SAREGAMA,Saregama India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,9293.42
1242,NDTV,New Delhi Television Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,889.38
2050,ZEEMEDIA,Zee Media Corporation Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,971.92
1452,RADIOCITY,Music Broadcast Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,392.7
1254,NEXTMEDIA,Next Mediaworks Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,47.16
221,BALAJITELE,Balaji Telefilms Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,698.78
1251,NETWORK18,Network18 Media & Investments Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,7702.29
1687,SITINET,Siti Networks Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,58.43
208,BAGFILMS,B.A.G Films and Media Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,157.41
1678,SILLYMONKS,Silly Monks Entertainment Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,22.61
1551,SABTNL,Sri Adhikari Brothers Television Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,1216.64
2048,ZEEL,Zee Entertainment Enterprises Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,9978.84
369,CINEVISTA,Cinevista Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,98.96
711,HATHWAY,Hathway Cable & Datacom Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,2623.29
1369,PFOCUS,Prime Focus Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,3044.87
368,CINELINE,Cineline India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,332.35
1391,PNC,Pritish Nandy Communications Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,58.43
1233,NAZARA,Nazara Technologies Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment,7856.72
530,ENIL,Entertainment Network (India) Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,738.89
1914,UFO,UFO Moviez India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,301.02
1767,SUNFLAG,Sunflag Iron And Steel Company Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,4284.72
2001,VRAJ,Vraj Iron and Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,611.46
1103,MANAKSTEEL,Manaksia Steels Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,355.92
889,JAIBALAJI,Jai Balaji Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,11859.34
907,JINDALSTEL,Jindal Steel & Power Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,85483.38
1096,MAITHANALL,Maithan Alloys Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,2727.75
1664,SHYAMCENT,Shyam Century Ferrous Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,228.09
812,IMPEXFERRO,Impex Ferro Tech Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,24.88
1824,TATASTEEL,Tata Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,160975.08
1204,MUKANDLTD,Mukand Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,1637.57
1057,LLOYDSME,Lloyds Metals And Energy Limited,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,64578.52
1958,VASWANI,Vaswani Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,147.33
1569,SALSTEEL,S.A.L. Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,169.08
985,KIOCL,KIOCL Limited,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,19451.07
1411,PRAKASH,Prakash Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,2757.86
931,JSWSTEEL,JSW Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,223404.45
1287,NSLNISP,NMDC Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,11253.53
1561,SAIL,Steel Authority of India Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,42627.02
927,JSL,Jindal Stainless Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,50653.59
1590,SARDAEN,Sarda Energy & Minerals Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,15039.63
