,date,symbol,open,high,low,close,volume,rsi
0,2010-01-01,DECCANCE,94.2442258809326,108.30661579214885,87.49689973793606,89.70233154296875,60764,
1,2010-02-01,DECCANCE,87.34403466989872,87.34403466989872,78.60963120290884,82.8676528930664,79418,
2,2010-03-01,DECCANCE,82.86765267085103,97.36676105440964,76.42603013121966,78.71881103515625,133930,
3,2010-04-01,DECCANCE,76.44787410900629,93.76382777354333,76.42603676573748,84.308837890625,921648,
4,2010-05-01,DECCANCE,85.59716941848137,86.81998745722413,72.16802166532678,74.28611755371094,33650,
5,2010-06-01,DECCANCE,73.80572355361211,81.66668819245838,72.05884252275739,73.36900329589844,19314,
6,2010-07-01,DECCANCE,72.4955470780274,82.88948829306297,68.63057096888133,70.04991149902344,82006,
7,2010-08-01,DECCANCE,70.9670408945235,82.10340731181796,68.1720339494373,68.78343963623047,74408,
8,2010-09-01,DECCANCE,71.41609766997827,81.87266025717136,69.85873728465165,73.19593811035156,74574,
9,2010-10-01,DECCANCE,73.19595751378894,76.48866048551763,70.30371603148117,73.30719757080078,34644,
10,2010-11-01,DECCANCE,73.01798501754058,79.64789050583558,69.85876429841444,70.92666625976562,44658,
11,2010-12-01,DECCANCE,70.43721179531647,72.97348396547379,67.52272068146736,68.96884155273438,20520,
12,2011-01-01,DECCANCE,70.65969540332995,70.70418735859268,60.5145994343638,62.07196044921875,28846,
13,2011-02-01,DECCANCE,64.05203095961956,69.41380369249579,53.840193889692245,56.97716522216797,18064,
14,2011-03-01,DECCANCE,56.06499710083008,76.33293987098565,55.887012304094135,62.29444122314453,35176,26.4819935458504
15,2011-04-01,DECCANCE,62.27218638687483,80.84927705028895,62.27218638687483,68.14566040039062,37066,33.65638508669883
16,2011-05-01,DECCANCE,66.74404907226562,68.9688507080078,60.559103240724646,66.74404907226562,43636,32.829915209095375
17,2011-06-01,DECCANCE,66.74402521011677,66.74402521011677,62.31667289575636,62.739383697509766,13990,30.523600151758608
18,2011-07-01,DECCANCE,66.25456167396943,68.4793623586501,62.427908570050384,64.96417999267578,101500,33.32590083827435
19,2011-08-01,DECCANCE,62.29443990773168,73.41844703411233,55.6645309814533,64.51924133300781,90628,33.03889055620658
20,2011-09-01,DECCANCE,65.05781800779577,71.78793711205051,61.96196595833107,65.5064926147461,32896,34.38910810019723
21,2011-10-01,DECCANCE,63.03879862467448,71.78795572916667,60.57108764648438,67.30120849609375,21722,36.880805157777615
22,2011-11-01,DECCANCE,67.25632084335984,67.30119104254736,60.12239733134231,65.5064926147461,19518,35.43171260075316
23,2011-12-01,DECCANCE,65.50649692589107,67.30119547180588,57.02654561182036,57.04898071289063,29090,29.541173190406493
24,2012-01-01,DECCANCE,60.07755395684944,67.30122109261741,54.78319328476715,66.78524780273438,24290,41.58172050174631
25,2012-02-01,DECCANCE,67.30120907383065,87.04289706882096,65.05783543803629,72.52826690673828,581658,47.30223965691819
26,2012-03-01,DECCANCE,75.3773488981544,80.5371079001114,69.0286046907612,79.90896606445312,39148,53.5918388204458
27,2012-04-01,DECCANCE,77.17203859640759,83.90215824144313,76.27468931040285,77.26177215576172,19842,51.230115176073035
28,2012-05-01,DECCANCE,77.26178309787699,87.04289306981396,74.05376168457022,81.5241928100586,45390,54.69235497493958
29,2012-06-01,DECCANCE,79.86409922854978,94.13195652739118,79.01162000898535,85.83147430419922,40772,57.94165090630501
30,2012-07-01,DECCANCE,90.56497287968308,111.71997802901387,86.59419983774973,98.41677856445312,51878,65.68526315084821
31,2012-08-01,DECCANCE,100.94636752907492,122.31789578973492,94.12566702035365,99.8323211669922,57578,66.43384093328434
32,2012-09-01,DECCANCE,104.58408033233329,114.9970142509414,97.58149685934474,110.26799774169922,42094,71.38913661446402
33,2012-10-01,DECCANCE,109.4040549878687,118.6347321467026,108.01717762659337,111.42752838134766,41722,71.88577506716307
34,2012-11-01,DECCANCE,115.95191736187252,118.22548436896808,106.8803863912365,111.10922241210938,59718,71.51876613908959
35,2012-12-01,DECCANCE,118.63471259390336,127.31974052660392,110.97279665738108,120.04432678222656,38856,75.32678387704638
36,2013-01-01,DECCANCE,118.5210437983664,123.90940031205756,100.0369470409272,110.90459442138672,873002,65.65655435498375
37,2013-02-01,DECCANCE,110.1543284813395,117.02050405366928,96.3992472158678,107.53972625732422,462558,62.47657829095715
38,2013-03-01,DECCANCE,107.76706148389798,111.31382692041012,94.26207668561612,95.35338592529295,459780,52.54982995747136
39,2013-04-01,DECCANCE,93.21624695627312,99.21846244578236,86.39554595947266,86.39554595947266,17414,46.67868181359797
40,2013-05-01,DECCANCE,86.39555358886719,102.3105239868164,84.12198638916016,84.12198638916016,80530,45.29545291978735
41,2013-06-01,DECCANCE,84.14472344883252,90.89721386893652,84.12198638916016,84.12198638916016,6328,45.29545291978735
42,2013-07-01,DECCANCE,84.121978547838,94.94415879734314,81.8484115600586,81.8484115600586,3070,43.790484118503144
43,2013-08-01,DECCANCE,76.3918503705193,88.21439864214729,76.3918503705193,77.30127716064453,1374,40.86600643903607
44,2013-09-01,DECCANCE,78.22124675945477,78.22124675945477,75.92062185476492,76.61080932617188,2384,40.424533663010756
45,2013-10-01,DECCANCE,76.61081471936456,80.06175231933594,75.92062719937029,80.06175231933594,2950,43.69826135151765
46,2013-11-01,DECCANCE,80.06175986465772,80.06175986465772,73.62000907094964,74.10314178466797,3932,39.647109438690535
47,2013-12-01,DECCANCE,77.76112583030488,78.22125083521793,74.08012579100051,74.31018829345703,1742,39.855758300496
48,2014-01-01,DECCANCE,71.31937434755523,74.05711666831972,65.3377494022764,66.71812438964844,16652,35.0682584842908
49,2014-02-01,DECCANCE,68.51261282334187,72.46969081260063,65.33775298659866,68.09850311279297,140026,36.56037046321595
50,2014-03-01,DECCANCE,69.47887693751942,86.27343990586022,68.58163456668858,80.98200225830078,228030,48.463909394599376
51,2014-04-01,DECCANCE,81.00501113276249,85.12312865541544,74.79332336601595,76.17369842529297,5674,45.0653056439855
52,2014-05-01,DECCANCE,76.17371362282363,101.1585085846811,73.2519163560416,93.49742126464844,14710,56.815477484143926
53,2014-06-01,DECCANCE,98.14468163438907,136.93322754587314,98.14468163438907,133.3902587890625,59494,71.78292812332566
