,Unnamed: 0.1,Unnamed: 0,date,symbol,open,high,low,close,volume,rsi
0,0,0,2019-02-01,SPENCERS,163.64459228515625,163.64459228515625,120.08843994140624,140.90245056152344,22245388,
1,1,1,2019-03-01,SPENCERS,141.29795837402344,171.75267028808594,140.50692749023438,158.2062530517578,12797914,
2,2,2,2019-04-01,SPENCERS,159.44224548339844,166.85816955566406,135.7607421875,143.67105102539062,5304586,
3,3,3,2019-05-01,SPENCERS,143.67105102539062,143.72048950195312,110.49718475341795,112.52420043945312,6645903,
4,4,4,2019-06-01,SPENCERS,113.71074676513672,113.71074676513672,91.2652359008789,104.16893005371094,4312614,
5,5,5,2019-07-01,SPENCERS,105.8498764038086,107.87689208984376,66.94102478027344,67.7320556640625,2707523,
6,6,6,2019-08-01,SPENCERS,67.58373260498047,78.9053726196289,56.41041946411133,74.55469512939453,4796433,
7,7,7,2019-09-01,SPENCERS,74.55469512939453,92.4517822265625,71.98384857177734,72.7254409790039,2281749,
8,8,8,2019-10-01,SPENCERS,74.90077209472656,77.61994171142578,62.39259338378906,71.19281768798828,5134961,
9,9,9,2019-11-01,SPENCERS,71.19281768798828,74.85133361816406,61.403804779052734,62.98586654663086,2700030,
10,10,10,2019-12-01,SPENCERS,62.63978958129883,69.90738677978516,53.14741516113281,55.96546173095703,4441010,
11,11,11,2020-01-01,SPENCERS,56.36097717285156,102.24079132080078,55.71826553344727,85.38194274902344,60872671,
12,12,12,2020-02-01,SPENCERS,85.2336196899414,110.0027847290039,75.1479721069336,90.1281280517578,52477903,
13,13,13,2020-03-01,SPENCERS,93.8360824584961,95.81366729736328,53.39461135864258,73.41758728027344,31619066,
14,14,14,2020-04-01,SPENCERS,76.63115692138672,83.05828857421875,71.04449462890625,77.81770324707031,19378544,33.263377486939646
15,15,15,2020-05-01,SPENCERS,77.81770324707031,92.6495361328125,71.24225616455078,88.05166625976562,34830908,36.95046834762899
16,16,16,2020-06-01,SPENCERS,90.67195892333984,97.14852905273438,83.15716552734375,86.1729736328125,40223409,36.55124279027599
17,17,17,2020-07-01,SPENCERS,86.4696044921875,106.49258422851562,81.1500015258789,83.9000015258789,58941926,36.0438404042437
18,18,18,2020-08-01,SPENCERS,84.0,95.9000015258789,81.5999984741211,84.30000305175781,23668351,36.21166046708373
19,19,19,2020-09-01,SPENCERS,83.30000305175781,92.6999969482422,70.0,75.55000305175781,16573682,34.10355541871484
20,20,20,2020-10-01,SPENCERS,76.19999694824219,80.9000015258789,72.0,74.25,6415743,33.78882558817569
21,21,21,2020-11-01,SPENCERS,74.9000015258789,84.69999694824219,72.0,81.55000305175781,10752429,37.288661425748195
22,22,22,2020-12-01,SPENCERS,81.80000305175781,89.9000015258789,74.5,85.25,21581615,39.04728324767521
23,23,23,2021-01-01,SPENCERS,85.55000305175781,92.3000030517578,75.0,76.69999694824219,14108858,36.50004605886169
24,24,24,2021-02-01,SPENCERS,76.55000305175781,82.69999694824219,74.5,77.05000305175781,9085098,36.68214139134615
25,25,25,2021-03-01,SPENCERS,77.75,86.0,69.9000015258789,70.5999984741211,9788378,34.706942434241455
26,26,26,2021-04-01,SPENCERS,70.9000015258789,75.0,65.69999694824219,71.55000305175781,4617912,35.25988496046593
27,27,27,2021-05-01,SPENCERS,71.0,79.19999694824219,68.55000305175781,73.55000305175781,8483385,36.4794809987458
28,28,28,2021-06-01,SPENCERS,74.19999694824219,85.44999694824219,72.0,77.94999694824219,20902696,39.1934187760626
29,29,29,2021-07-01,SPENCERS,78.0,113.6999969482422,77.30000305175781,108.0999984741211,61953709,53.76933686968401
30,30,30,2021-08-01,SPENCERS,109.4000015258789,114.6500015258789,90.05000305175781,101.6500015258789,28094269,50.955289153402674
31,31,31,2021-09-01,SPENCERS,102.8000030517578,130.25,100.25,127.1500015258789,36112712,59.89225968405445
32,32,32,2021-10-01,SPENCERS,125.0,138.5,114.0,125.5999984741211,23351238,59.186273502881505
33,33,33,2021-11-01,SPENCERS,126.9000015258789,144.3000030517578,98.6999969482422,100.5999984741211,17974323,49.12755237962722
34,34,34,2021-12-01,SPENCERS,102.75,114.0,96.0,99.25,8493466,48.64676431040987
35,35,35,2022-01-01,SPENCERS,99.9499969482422,113.6999969482422,92.5999984741211,98.0500030517578,9131191,48.19525739540299
36,36,36,2022-02-01,SPENCERS,99.0999984741211,103.4000015258789,72.0,80.30000305175781,4868701,41.987517094654194
37,37,37,2022-03-01,SPENCERS,80.30000305175781,91.1999969482422,73.3499984741211,80.3499984741211,7525132,42.010173844542805
38,38,38,2022-04-01,SPENCERS,80.4000015258789,98.3000030517578,80.4000015258789,87.69999694824219,9759352,45.38703792012877
39,39,39,2022-05-01,SPENCERS,86.0,88.0999984741211,70.5,75.19999694824219,3422971,41.01292523664855
40,40,40,2022-06-01,SPENCERS,75.4000015258789,79.55000305175781,62.20000076293945,69.5,1890484,39.159624335679474
41,41,41,2022-07-01,SPENCERS,69.9000015258789,75.8499984741211,68.5999984741211,71.4000015258789,2554268,40.13078869839548
42,42,42,2022-08-01,SPENCERS,71.0999984741211,80.80000305175781,71.0999984741211,79.1500015258789,3373327,44.05366765178713
43,43,43,2022-09-01,SPENCERS,78.80000305175781,84.0,73.19999694824219,76.94999694824219,6180124,43.188547293461504
44,44,44,2022-10-01,SPENCERS,76.94999694824219,81.0999984741211,72.0,72.94999694824219,2787963,41.58936546736178
45,45,45,2022-11-01,SPENCERS,73.0,75.44999694824219,67.75,69.30000305175781,2489975,40.12918537440635
46,46,46,2022-12-01,SPENCERS,69.8499984741211,72.69999694824219,62.5,65.19999694824219,3060953,38.49426282245661
47,47,47,2023-01-01,SPENCERS,65.19999694824219,76.94999694824219,63.0,68.4000015258789,9553262,40.53074275496764
48,48,48,2023-02-01,SPENCERS,68.69999694824219,69.9000015258789,59.150001525878906,59.75,2160157,36.96757898283655
49,49,49,2023-03-01,SPENCERS,59.59999847412109,62.650001525878906,51.45000076293945,51.79999923706055,3752658,34.00838835700854
50,50,50,2023-04-01,SPENCERS,52.84999847412109,60.900001525878906,52.5,60.09999847412109,1745923,39.457294452759555
51,51,51,2023-05-01,SPENCERS,60.09999847412109,66.69999694824219,56.5,57.150001525878906,2112307,38.2484710330529
52,52,52,2023-06-01,SPENCERS,57.150001525878906,69.4000015258789,57.150001525878906,62.900001525878906,3985505,41.979656358448665
53,53,53,2023-07-01,SPENCERS,63.0,64.55000305175781,57.900001525878906,61.75,3623488,41.440347260411855
54,54,54,2023-08-01,SPENCERS,62.150001525878906,66.94999694824219,58.34999847412109,61.45000076293945,5873077,41.29132056981576
55,55,55,2023-09-01,SPENCERS,61.45000076293945,77.5999984741211,61.150001525878906,70.69999694824219,14862473,47.55398643153018
56,56,56,2023-10-01,SPENCERS,70.69999694824219,72.5999984741211,63.04999923706055,67.5,4086802,45.73633346782824
57,57,57,2023-11-01,SPENCERS,67.55000305175781,83.3499984741211,65.0999984741211,77.75,9328863,52.057583187125545
