,Unnamed: 0.1,Unnamed: 0,date,symbol,open,high,low,close,volume,rsi
0,0,0,2017-01-01,SFL,465.0,499.5,460.5,486.8500061035156,1910148,
1,1,1,2017-02-01,SFL,490.0249938964844,541.7750244140625,478.5,534.5499877929688,614888,
2,2,2,2017-03-01,SFL,540.0250244140625,582.5,524.9749755859375,562.5999755859375,1129638,
3,3,3,2017-04-01,SFL,565.0,649.4749755859375,536.7999877929688,642.1749877929688,922236,
4,4,4,2017-05-01,SFL,642.1749877929688,714.5,527.5,646.5,700244,
5,5,5,2017-06-01,SFL,663.5,695.0,636.0999755859375,650.0,166262,
6,6,6,2017-07-01,SFL,658.9749755859375,687.2000122070312,588.7249755859375,669.7249755859375,658908,
7,7,7,2017-08-01,SFL,674.0,679.4749755859375,613.0250244140625,668.7000122070312,284056,
8,8,8,2017-09-01,SFL,663.7750244140625,794.75,648.375,749.1500244140625,342522,
9,9,9,2017-10-01,SFL,749.1500244140625,750.0,635.0,694.6500244140625,410234,
10,10,10,2017-11-01,SFL,698.1500244140625,925.0,681.25,893.2000122070312,390164,
11,11,11,2017-12-01,SFL,892.0,917.0,828.0,868.6500244140625,318196,
12,12,12,2018-01-01,SFL,874.9500122070312,874.9500122070312,770.0,796.1749877929688,317770,
13,13,13,2018-02-01,SFL,797.5,839.5,751.1749877929688,791.625,111614,
14,14,14,2018-03-01,SFL,793.5,809.9749755859375,700.0,746.0250244140625,115314,69.49930777220573
15,15,15,2018-04-01,SFL,764.9749755859375,787.4749755859375,723.9000244140625,751.0,26910,69.7432316019364
16,16,16,2018-05-01,SFL,751.0,758.5499877929688,635.8499755859375,736.3499755859375,1097194,68.01818182701932
17,17,17,2018-06-01,SFL,730.0,782.2999877929688,710.0,741.625,256830,68.32200996408908
18,18,18,2018-07-01,SFL,744.2750244140625,784.4000244140625,717.5499877929688,742.1500244140625,278246,68.35423401695819
19,19,19,2018-08-01,SFL,748.0,857.5,725.5,834.5,1601038,73.46695020252555
20,20,20,2018-09-01,SFL,834.5,924.4000244140624,806.3499755859375,861.5499877929688,241600,74.75357222674175
21,21,21,2018-10-01,SFL,847.2750244140625,854.5,737.0,747.7750244140625,238994,61.29108172772205
22,22,22,2018-11-01,SFL,757.5,792.5,651.125,709.0,585224,57.49107843383873
23,23,23,2018-12-01,SFL,710.5750122070312,775.6500244140625,704.9249877929688,738.4249877929688,63376,59.54106056642258
24,24,24,2019-01-01,SFL,735.2000122070312,745.0,618.5250244140625,645.8499755859375,467252,51.178823811156434
25,25,25,2019-02-01,SFL,644.7249755859375,710.9749755859375,614.625,688.2000122070312,213526,54.33821548266125
26,26,26,2019-03-01,SFL,691.7249755859375,705.7249755859375,600.0499877929688,629.75,2240276,49.57026265233211
27,27,27,2019-04-01,SFL,630.5,721.5,619.75,674.4500122070312,846264,52.96900661725439
28,28,28,2019-05-01,SFL,674.4500122070312,681.7999877929688,597.9749755859375,624.2000122070312,1423530,48.973209597875
29,29,29,2019-06-01,SFL,625.0250244140625,674.9749755859375,618.0999755859375,666.5750122070312,239418,52.24481171491531
30,30,30,2019-07-01,SFL,656.8250122070312,677.5,612.5,626.7999877929688,448574,49.0648758569671
31,31,31,2019-08-01,SFL,620.5250244140625,635.0,536.5999755859375,623.6749877929688,239152,48.81349088648568
32,32,32,2019-09-01,SFL,623.6749877929688,675.0,586.7999877929688,644.625,184830,50.63935467526275
33,33,33,2019-10-01,SFL,644.0999755859375,666.5,601.9000244140625,619.9249877929688,194378,48.44522925027333
34,34,34,2019-11-01,SFL,619.9249877929688,686.9749755859375,610.0,654.6749877929688,820622,51.621160263969266
35,35,35,2019-12-01,SFL,655.8250122070312,687.5,623.2249755859375,633.25,533642,49.59268246988383
36,36,36,2020-01-01,SFL,630.625,749.9749755859375,630.1500244140625,737.6749877929688,292574,58.211831116428044
37,37,37,2020-02-01,SFL,730.0,889.9749755859375,717.7999877929688,813.625,602556,63.14749819894963
38,38,38,2020-03-01,SFL,803.0,846.9500122070312,575.9249877929688,642.9500122070312,441250,49.11001373829888
39,39,39,2020-04-01,SFL,659.9249877929688,799.5,594.9749755859375,733.5,357668,54.84511486492286
40,40,40,2020-05-01,SFL,733.5,838.6500244140625,665.5250244140625,701.75,164076,52.60645654689833
41,41,41,2020-06-01,SFL,695.2999877929688,785.4749755859375,675.0499877929688,725.0499877929688,319494,54.08753188276223
42,42,42,2020-07-01,SFL,717.6749877929688,773.9749755859375,668.0499877929688,700.125,1756616,52.20796126421754
43,43,43,2020-08-01,SFL,695.0,737.0,658.0,688.0499877929688,1264130,51.278283865427355
44,44,44,2020-09-01,SFL,688.0750122070312,814.0,655.5999755859375,663.3499755859375,2366442,49.34269687594166
45,45,45,2020-10-01,SFL,666.5,681.8250122070312,611.0750122070312,654.125,588636,48.6047741552842
46,46,46,2020-11-01,SFL,685.0,792.0,622.4749755859375,765.9249877929688,1068828,56.99814487641562
47,47,47,2020-12-01,SFL,772.0750122070312,891.2000122070312,763.0750122070312,869.9500122070312,933328,63.04545498555881
48,48,48,2021-01-01,SFL,882.5,1087.0,880.0,976.9000244140624,1585936,68.02424243697682
49,49,49,2021-02-01,SFL,981.7999877929688,1191.0,967.5,1014.0999755859376,773736,69.56041723747512
50,50,50,2021-03-01,SFL,1025.0,1108.0,965.0,988.5250244140624,610628,67.1711766864645
51,51,51,2021-04-01,SFL,993.4749755859376,1098.5,966.375,1018.3499755859376,538320,68.52874403946902
52,52,52,2021-05-01,SFL,1002.5,1087.5,984.2750244140624,1029.7249755859375,1035776,69.05435207537141
53,53,53,2021-06-01,SFL,1037.5,1219.5,1010.8250122070312,1115.3499755859375,2961358,72.74444134012809
54,54,54,2021-07-01,SFL,1115.3499755859375,1249.050048828125,1108.7249755859375,1193.0,813136,75.58743798341801
55,55,55,2021-08-01,SFL,1199.300048828125,1224.5,1092.800048828125,1203.7249755859375,443066,75.9604196961795
56,56,56,2021-09-01,SFL,1209.75,1259.5,1113.0250244140625,1169.1500244140625,964022,72.1342381288269
57,57,57,2021-10-01,SFL,1152.550048828125,1315.0,1152.550048828125,1235.449951171875,2318490,74.7597173750173
58,58,58,2021-11-01,SFL,1220.0,1687.2249755859375,1220.0,1630.3499755859375,2478672,84.26770414073879
59,59,59,2021-12-01,SFL,1649.5,1743.5,1495.0250244140625,1614.324951171875,900708,82.90293101259653
60,60,60,2022-01-01,SFL,1637.449951171875,1979.75,1581.0,1631.875,1176400,83.22338664500822
61,61,61,2022-02-01,SFL,1639.9000244140625,1728.2249755859375,1537.2249755859375,1711.875,945434,84.63696416495895
62,62,62,2022-03-01,SFL,1711.875,1889.0,1616.875,1737.4000244140625,1910526,85.06923724606625
63,63,63,2022-04-01,SFL,1741.9000244140625,2027.5,1738.0999755859375,1758.75,1042266,85.43830738408677
64,64,64,2022-05-01,SFL,1756.9749755859375,1824.675048828125,1427.5,1502.324951171875,952724,64.73954774937795
65,65,65,2022-06-01,SFL,1505.0,1509.8499755859375,1271.300048828125,1330.2249755859375,937796,55.09259862194632
66,66,66,2022-07-01,SFL,1324.5,1461.7750244140625,1288.7249755859375,1410.324951171875,345474,58.21358383270324
67,67,67,2022-08-01,SFL,1412.5,1524.449951171875,1402.5,1490.9000244140625,379770,61.13933271756636
68,68,68,2022-09-01,SFL,1497.4000244140625,1711.5,1402.550048828125,1436.300048828125,742114,58.16727613779056
69,69,69,2022-10-01,SFL,1460.0,1460.0,1295.0,1388.550048828125,663294,55.62080218985813
70,70,70,2022-11-01,SFL,1425.125,1474.0,1267.9749755859375,1290.199951171875,368252,50.69774112504224
71,71,71,2022-12-01,SFL,1304.699951171875,1400.0,1202.6500244140625,1298.550048828125,938244,51.093531945133506
72,72,72,2023-01-01,SFL,1285.0,1295.8499755859375,1204.449951171875,1224.199951171875,299302,47.44152017938873
73,73,73,2023-02-01,SFL,1224.199951171875,1274.699951171875,1120.0,1172.8499755859375,344016,45.04670158846867
74,74,74,2023-03-01,SFL,1178.75,1192.0,906.5999755859376,993.9000244140624,749160,37.87193821631506
75,75,75,2023-04-01,SFL,996.1500244140624,1110.0,994.0499877929688,1045.1500244140625,328558,40.780997950836124
76,76,76,2023-05-01,SFL,1045.1500244140625,1087.199951171875,992.75,1009.4000244140624,385302,39.39527678687343
77,77,77,2023-06-01,SFL,1014.4500122070312,1272.5999755859375,1007.0499877929688,1211.1500244140625,3947244,49.768551577244544
78,78,78,2023-07-01,SFL,1211.0,1369.949951171875,1108.5,1213.9000244140625,5384115,49.89444386655873
79,79,79,2023-08-01,SFL,1220.0,1224.9000244140625,1086.0,1121.3499755859375,1293520,45.73969010640083
