date,close,rsi
2010-01-01,102.51757140056304,100.0
2010-02-01,101.84421736801437,0.0
2010-03-01,106.26323791790783,88.33458222568075
2010-04-01,108.2750801884409,92.03198473259114
2010-05-01,104.37624276147874,53.8596323936822
2010-06-01,104.97335413900723,57.01057098597133
2010-07-01,105.13164358037655,57.890174265681765
2010-08-01,111.04541791054245,77.62537713549067
2010-09-01,114.97534030338169,83.54028110320223
2010-10-01,114.56823351825554,80.98140330752531
2010-11-01,109.95242261634317,57.81412007314507
2010-12-01,113.85754152090453,67.02346916212059
2011-01-01,110.06206333344016,53.842016242828954
2011-02-01,105.22783589040125,41.76936319117936
2011-03-01,106.66702690394023,45.93371311599932
2011-04-01,112.5692040307263,59.60395573109322
2011-05-01,113.56796586768444,61.504413511197356
2011-06-01,117.60143082078613,68.42609929605847
2011-07-01,122.45659693419901,74.7354680304301
2011-08-01,117.41759651221392,60.30449637941776
2011-09-01,117.52222176317963,60.487283557235045
2011-10-01,125.32886589494046,71.70473046926917
2011-11-01,117.6787763400751,54.28057862431992
2011-12-01,115.43342925163617,50.15326103758278
2012-01-01,120.78326947230613,58.7716256598245
2012-02-01,122.76258822744148,61.605496203163064
2012-03-01,122.99498841896227,61.95973488232944
2012-04-01,125.3261201266309,65.62990267144676
2012-05-01,125.0503914759044,64.77694818391763
2012-06-01,128.96480704304582,70.95942211140124
2012-07-01,126.18471797721912,62.03622725796406
2012-08-01,124.44444486086215,56.870799971732296
2012-09-01,125.99080526303182,60.26311307735301
2012-10-01,130.54245964076202,68.64037131107513
2012-11-01,129.36418115227232,64.57412950294952
2012-12-01,132.2320465637639,69.62721769864083
2013-01-01,128.8723769767064,58.37259246319384
2013-02-01,124.14050548845626,46.22892045305359
2013-03-01,122.95874890889536,43.61427561101598
2013-04-01,123.89315681117205,46.38104934543192
2013-05-01,121.8679218226892,41.31157365874841
2013-06-01,119.606408592288,36.211868923088566
2013-07-01,119.82753502321154,37.08805398104787
2013-08-01,112.63268059371093,24.469485969189563
2013-09-01,113.91334349379689,29.402645681774914
2013-10-01,120.6993329467407,49.549076429811244
2013-11-01,121.63382826912131,51.737499897268066
2013-12-01,125.21023375863166,59.49599871304276
2014-01-01,119.22705221337456,45.40591312690507
2014-02-01,117.97633830213613,42.95240733228039
2014-03-01,119.89376929457498,47.92950381167276
2014-04-01,122.45584799165107,54.103156389200834
2014-05-01,134.84013102427366,72.3723841120047
2014-06-01,142.06414458273298,78.21015557737196
2014-07-01,143.97283582443475,79.52886935909052
2014-08-01,157.3650392932782,86.2606178725208
2014-09-01,160.3313349015128,87.32578424161649
2014-10-01,164.51489283794226,88.74565766529375
2014-11-01,159.43541918989118,76.70684910222957
2014-12-01,173.12076023439883,83.61618438649818
2015-01-01,173.7044295973535,83.85190015354232
2015-02-01,189.55490770761133,88.86962429736897
2015-03-01,177.72499503564546,70.10903678233085
2015-04-01,177.92525482815162,70.23178241591495
2015-05-01,193.20472009399361,78.13598896013805
2015-06-01,202.78244883816797,81.65843345810218
2015-07-01,205.13554962925025,82.45952399099855
2015-08-01,182.06672088105944,55.19164180280178
2015-09-01,181.41587368766196,54.60383430193135
2015-10-01,190.9487158889358,61.528410720113996
2015-11-01,186.62465336929517,56.97947353999748
2015-12-01,198.6241863711282,65.21431264061283
2016-01-01,183.87655036614473,51.29140442176352
2016-02-01,174.4782817453742,44.33192189093905
2016-03-01,177.72405867330696,47.18746109010208
2016-04-01,184.05656977323642,52.65465391508322
2016-05-01,176.2417503964083,45.890126084853236
2016-06-01,200.3404981680972,62.865027753511
2016-07-01,202.96397573961013,64.2728876785936
2016-08-01,197.94136901375953,59.30610170336473
2016-09-01,193.27175915603928,54.76607332852413
2016-10-01,200.87356615528273,60.4527624910102
2016-11-01,199.71384523610428,59.143912690369774
2016-12-01,196.87768783903329,55.738618741371816
2017-01-01,204.752513008469,62.63160614285659
2017-02-01,216.53909601898908,70.55180531084666
2017-03-01,231.4534769420169,77.51109848411672
2017-04-01,235.97260349531754,79.22740331488404
2017-05-01,247.99417012860906,83.16987067699378
2017-06-01,244.651552611002,78.39626839624549
2017-07-01,250.73858737267267,80.72128134253802
2017-08-01,257.1643471928417,82.95559918790038
2017-09-01,270.69016399919406,86.69948211284196
2017-10-01,301.22125416370807,91.53961556453305
2017-11-01,290.7797898082603,80.04510304138773
2017-12-01,299.1172025797345,82.11431445075988
2018-01-01,272.4529920189152,59.38912035221868
2018-02-01,260.3856015564686,51.8900811847571
2018-03-01,246.36178522389952,44.376417903828795
2018-04-01,255.80492986657342,50.00142807288651
2018-05-01,240.1799846006806,41.90989676291459
2018-06-01,240.4824232368926,42.11909129296583
2018-07-01,234.75193790205802,39.0450073245376
2018-08-01,227.05799693349556,35.07870645991835
2018-09-01,201.98028783448763,25.38186018729563
2018-10-01,192.3225632039645,22.605157717052663
2018-11-01,191.40715569427505,22.337896627033544
2018-12-01,193.59254967147655,24.78742147602901
2019-01-01,190.18138059517383,23.45503505468976
2019-02-01,180.46431711661782,19.933292625783764
2019-03-01,188.10553867381435,29.533485391744932
2019-04-01,186.85639301812859,28.880312622346125
2019-05-01,178.26635581178016,24.568820940843864
2019-06-01,168.0417674820273,20.388499957769824
2019-07-01,154.71139007141744,16.2334163779055
2019-08-01,159.32599406600832,22.538895253933518
2019-09-01,167.16756069662267,32.501196146929374
2019-10-01,172.5032700895892,38.6917839130557
2019-11-01,175.52056137747064,42.15345808533202
2019-12-01,171.4553006628263,38.75188784007462
2020-01-01,174.7247538846686,43.0187886306475
2020-02-01,143.91172647835674,24.47618501596051
2020-03-01,99.46694936282444,14.252083336952893
2020-04-01,116.56737941705072,27.6660655834483
2020-05-01,104.9415882875073,24.642109848616087
2020-06-01,117.50375146804589,33.679914062301506
2020-07-01,115.09612993316655,32.809735025414525
2020-08-01,123.42743010035667,39.09289436305774
2020-09-01,121.34749588337127,38.06745430448278
2020-10-01,114.99434799059918,34.8459953661669
2020-11-01,118.19874354226484,37.90419671987127
2020-12-01,129.1728335366859,47.61966121070049
2021-01-01,120.5180654693061,41.684760553174506
2021-02-01,129.017162318932,48.90091073654044
2021-03-01,122.9631385268556,44.38656998165373
2021-04-01,117.0816330598624,40.22405744250053
2021-05-01,128.14315305215928,50.331846965202764
2021-06-01,133.4700938064144,54.597813912199825
2021-07-01,142.30189002974836,61.00500180874579
2021-08-01,160.68319176297365,70.87524931495
2021-09-01,176.97904059219212,76.86531252684689
2021-10-01,177.69070349843435,77.10261395110024
2021-11-01,171.7951172256076,70.21791126223579
2021-12-01,158.14548401560495,56.694181920042006
2022-01-01,158.88324503448797,57.20816883787165
2022-02-01,135.916664846826,40.108967266374506
2022-03-01,135.69627312614892,39.97666381197693
2022-04-01,149.34991175914627,51.42929225301365
2022-05-01,138.28869232493952,43.64495564215795
2022-06-01,137.16526505366974,42.88428080241798
2022-07-01,159.36150846502085,59.12499804038312
2022-08-01,197.28480044758993,73.80751945776609
2022-09-01,184.37946777198522,64.6842134972284
2022-10-01,188.28845041999148,66.14671038843521
2022-11-01,174.81656717067284,56.7939350200809
2022-12-01,168.88745265021302,52.98916211305139
2023-01-01,156.676654523057,45.712042312557145
2023-02-01,152.85224084464625,43.55063942990476
2023-03-01,151.77990730546875,42.894465018367484
2023-04-01,168.35176252812326,54.98775740288902
2023-05-01,199.14782580141278,69.0443098884902
2023-06-01,215.57518638193275,74.0349651479276
2023-07-01,245.0450351716542,80.5317896448381
2023-08-01,279.8960127919579,85.48693441556728
2023-09-01,264.3531404003176,75.58681191545672
2023-10-01,251.6211284988948,68.12938579016998
2023-11-01,263.56979962492323,71.20563116475722
