,Unnamed: 0.1,Unnamed: 0,date,symbol,open,high,low,close,volume,rsi
0,0,0,2010-01-01,SUMMITSEC,39.5,49.400001525878906,39.5,46.5,605185,
1,1,1,2010-02-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
2,2,2,2010-03-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
3,3,3,2010-04-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
4,4,4,2010-05-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
5,5,5,2010-06-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
6,6,6,2010-07-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
7,7,7,2010-08-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
8,8,8,2010-09-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
9,9,9,2010-10-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
10,10,10,2010-11-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
11,11,11,2010-12-01,SUMMITSEC,46.5,46.5,46.5,46.5,0,
12,12,12,2011-01-01,SUMMITSEC,46.5,199.5500030517578,46.5,182.6499938964844,40957,
13,13,13,2011-02-01,SUMMITSEC,173.5500030517578,173.5500030517578,100.0,104.3000030517578,118171,
14,14,14,2011-03-01,SUMMITSEC,100.8000030517578,112.9499969482422,90.1500015258789,102.0500030517578,129307,62.814303797548554
15,15,15,2011-04-01,SUMMITSEC,98.0500030517578,128.9499969482422,98.0500030517578,103.8000030517578,55445,63.13484196996243
16,16,16,2011-05-01,SUMMITSEC,99.0,105.0,83.0999984741211,88.3499984741211,35748,58.35252110806049
17,17,17,2011-06-01,SUMMITSEC,88.0,94.0,78.19999694824219,82.75,34093,56.676735634424915
18,18,18,2011-07-01,SUMMITSEC,92.8000030517578,100.0,80.19999694824219,88.44999694824219,27328,57.998915972069476
19,19,19,2011-08-01,SUMMITSEC,85.0,92.9499969482422,65.0,72.30000305175781,19229,53.05804837875555
20,20,20,2011-09-01,SUMMITSEC,72.30000305175781,88.4000015258789,70.0,78.5,20676,54.65508803002771
21,21,21,2011-10-01,SUMMITSEC,75.0,89.9000015258789,65.05000305175781,78.05000305175781,27830,54.51013257224028
22,22,22,2011-11-01,SUMMITSEC,75.0,84.8499984741211,61.59999847412109,67.19999694824219,38614,50.99806571093265
23,23,23,2011-12-01,SUMMITSEC,66.25,79.5,52.5,63.70000076293945,28542,49.88159297249596
24,24,24,2012-01-01,SUMMITSEC,59.25,88.0,58.0,77.1500015258789,38115,54.04515593924314
25,25,25,2012-02-01,SUMMITSEC,74.9000015258789,94.0,72.0,82.0999984741211,26075,55.51002022916599
26,26,26,2012-03-01,SUMMITSEC,79.1500015258789,89.0,74.0,81.0,38317,55.08976910646408
27,27,27,2012-04-01,SUMMITSEC,73.05000305175781,87.44999694824219,73.05000305175781,81.3499984741211,22034,55.205971846027936
28,28,28,2012-05-01,SUMMITSEC,81.3499984741211,90.0,60.0,70.6500015258789,37978,50.872312728316814
29,29,29,2012-06-01,SUMMITSEC,69.0,78.0,65.1500015258789,77.94999694824219,18455,53.551272111109725
30,30,30,2012-07-01,SUMMITSEC,75.0,83.80000305175781,72.05000305175781,74.55000305175781,25168,52.12556339623955
31,31,31,2012-08-01,SUMMITSEC,72.5,80.94999694824219,65.1500015258789,76.44999694824219,52465,52.880517031232785
32,32,32,2012-09-01,SUMMITSEC,76.0,89.94999694824219,75.0,83.0,45270,55.48656096363791
33,33,33,2012-10-01,SUMMITSEC,81.5999984741211,98.0,75.69999694824219,81.8499984741211,22046,54.912322045445606
34,34,34,2012-11-01,SUMMITSEC,80.05000305175781,88.1500015258789,66.25,80.9000015258789,60142,54.411362229787244
35,35,35,2012-12-01,SUMMITSEC,81.0,100.0,76.0,88.94999694824219,32682,57.914994937345824
36,36,36,2013-01-01,SUMMITSEC,88.75,97.9499969482422,74.1500015258789,76.75,28336,51.46020331803758
37,37,37,2013-02-01,SUMMITSEC,73.0,77.69999694824219,64.0,66.1500015258789,29973,46.600471752318725
38,38,38,2013-03-01,SUMMITSEC,65.75,78.75,56.04999923706055,63.900001525878906,32051,45.61574229767045
39,39,39,2013-04-01,SUMMITSEC,63.0,75.9000015258789,49.5,59.79999923706055,3553,43.79946688395456
40,40,40,2013-05-01,SUMMITSEC,59.79999923706055,64.94999694824219,45.09999847412109,52.04999923706055,3842,40.51555820734845
41,41,41,2013-06-01,SUMMITSEC,50.0,58.0,37.0,41.0,1762,36.332769047059124
42,42,42,2013-07-01,SUMMITSEC,49.20000076293945,65.0,39.0,51.0,9804,42.153087732898705
43,43,43,2013-08-01,SUMMITSEC,54.09999847412109,56.0,43.29999923706055,46.70000076293945,5816,40.44107664169813
44,44,44,2013-09-01,SUMMITSEC,45.5,53.0,42.0,45.0,2290,39.753660498072534
45,45,45,2013-10-01,SUMMITSEC,49.0,65.0,44.400001525878906,60.900001525878906,5756,48.56061094863019
46,46,46,2013-11-01,SUMMITSEC,61.54999923706055,88.94999694824219,58.5,83.0,21299,57.79553012230318
47,47,47,2013-12-01,SUMMITSEC,82.0,92.0,74.0,85.0,4431,58.5212768908412
48,48,48,2014-01-01,SUMMITSEC,85.0,93.9000015258789,66.0,71.1500015258789,10136,51.86942584986901
49,49,49,2014-02-01,SUMMITSEC,67.55000305175781,82.44999694824219,66.0,78.3499984741211,17666,54.74897448343855
50,50,50,2014-03-01,SUMMITSEC,84.94999694824219,163.35000610351562,74.0,163.35000610351562,137793,74.29842228906392
51,51,51,2014-04-01,SUMMITSEC,179.64999389648438,196.0,133.39999389648438,155.1999969482422,135052,71.12552950729547
